Material,Descripción,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,"Mar del Plata, EL GAUCHITO",MAXI CARREFOUR,MAXICONSUMO,NINI,PLAZA VEA,VITAL,YAGUAR,Total general,Descripcion_Norm,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Ahorro_Pct,Ahorro_Abs
3442,CAJON + ENVASE CERVEZAX340,,,,,,,,,,,,,,,,"25,0",,"25,0",CAJON + ENVASE CERVEZAX340,"25,0","25,0","25,0",1,VITAL,"0,0","0,0"
5551,ENVASE CERVEZA X1lt,,,,,,,,,,,,,,,,"415,0",,"415,0",ENVASE CERVEZA X1LT,"415,0","415,0","415,0",1,VITAL,"0,0","0,0"
100001,Aceite maiz ARCOR x 900ml,"5580,0","5899,0",,"5678,0","5580,0","4726,02",,"6200,0",,,,"4743,0","4999,89",,"6000,0","4855,0",,"5426,091",ACEITE MAIZ ARCOR X 900ML,"4726,02","6000,0","5306,485",6,DIARCO,"10,93878527876738","580,4649999999992"
100010,Aceite girasol COCINERO x1.5lt,"5429,0","5429,0",,"5430,0","5430,0","4717,0",,"5750,0",,"4049,0",,"4499,0","4799,900000000001","4318,96","5450,0","4499,0","4599,0","4985,941411764709",ACEITE GIRASOL COCINERO X 1.5L T,"4049,0","5450,0","4810,206666666667",9,MAKRO,"15,824822495499157","761,2066666666669"
100027,Aceite aerosol FRITOLIM clasico x120gr,"4405,0","4759,0",,"4405,0","4405,0","3791,0500000000006",,,"3445,0","3500,0",,"2939,0","3149,9",,,"2999,0",,"3835,566071428571",ACEITE AEROSOL FRITOLIM CLASICO X120GR,"2999,0","4405,0","3708,3250000000003",6,VITAL,"19,127908152602597","709,3250000000003"
100029,Aceite aerosol FRITOLIM manteca x120gr,"4399,0","4759,0",,"4405,0",,,,,,,,"3634,0",,,,"3629,0",,"4247,692307692308",ACEITE AEROSOL FRITOLIM MANTECA X120GR,"3629,0","4405,0","4144,333333333333",3,VITAL,"12,434649722512662","515,333333333333"
100043,Aceite mezcla LIRA gira / oliva x1.5lt,,,,,,,,,,,,,,,,"6929,0",,"6929,0",ACEITE MEZCLA LIRA GIRA / OLIVA X 1.5L T,"6929,0","6929,0","6929,0",1,VITAL,"0,0","0,0"
100056,Aceite girasol NATURA x1.5lt,"5420,0","6326,0",,"5860,0","5858,0","4599,03","4499,900000000001","5849,0","5936,0","5000,0",,"4799,0","4999,900000000001","4737,62","5678,0","5099,0",,"5352,86705882353",ACEITE GIRASOL NATURA X 1.5L T,"4599,03","5860,0","5174,19375",8,DIARCO,"11,116007204020928","575,1637500000006"
100057,Aceite girasol NATURA x3lt,,"12459,0",,,,"10267,03",,,,,,,"10299,9","9399,03",,"10099,0","8999,0","10278,798709677418",ACEITE GIRASOL NATURA X3LT,"8999,0","10299,9","9812,792",5,YAGUAR,"8,293174868070164","813,7919999999995"
100058,Aceite girasol NATURA x5lt,,,,,,"15898,25",,,"18009,399999999998",,,,"16499,899999999998","16167,37",,"16799,0","15749,0","16331,18",ACEITE GIRASOL NATURA X5LT,"15749,0","16799,0","16222,703999999998",5,YAGUAR,"2,920006430493942","473,7039999999979"
100086,Aceite oliva COCINERO bot x500ml,,"11549,0",,"11550,0",,"11020,62",,"12450,0",,,,,,,"12050,0","9699,0","9705,0","11257,556923076922",ACEITE OLIVA COCINERO BOT X500ML,"9699,0","12050,0","10804,924",5,VITAL,"10,235370466280012","1105,924000000001"
100200,ALIMENTO GATO bacan pescado x500gr,,,,,,,,,,,,,,,,"1399,0",,"1399,0",ALIMENTO GATO BACAN PESCADO X500GR,"1399,0","1399,0","1399,0",1,VITAL,"0,0","0,0"
100260,ALIMENTO PERRO bacan adul. carne x1.5kg,,,,,,,,,,,,,,,,"2629,0",,"2629,0",ALIMENTO PERRO BACAN ADUL. CARNE X1.5KG,"2629,0","2629,0","2629,0",1,VITAL,"0,0","0,0"
100262,ALIMENTO PERRO bacan carne x15kg,,,,,,,,,,,,,"23999,89",,,"22999,0","23925,0","23641,296666666665",ALIMENTO PERRO BACAN CARNE X15KG,"22999,0","23999,89","23641,296666666665",3,VITAL,"2,7168419555103305","642,2966666666653"
100272,Arvejas INCA en lata x350gr,,"789,0",,"860,96",,"577,05",,,,,,,"449,88","608,38",,"569,0","519,0","629,0415384615385",ARVEJAS INCA EN LATA X350GR,"449,88","860,96","597,3783333333333",6,MAXICONSUMO,"24,69094125163562","147,49833333333333"
100277,Arvejas LA CAMPAGNOLA secas remo.x300gr,"1405,0",,,,"1405,0",,,,,,,,,,,"1195,0",,"1335,0",ARVEJAS LA CAMPAGNOLA SECAS REMO.X300GR,"1195,0","1405,0","1300,0",2,VITAL,"8,076923076923077","105,0"
100293,Arroz largo fino 53 x500gr,,,,,,,,,,,,,,,,"534,0","399,0","466,5",ARROZ LARGO FINO 53 X500GR,"399,0","534,0","466,5",2,YAGUAR,"14,469453376205788","67,5"
100294,Arroz largo fino 53 x1kg,,,,,,,,,,,,,,,,"1059,0",,"1059,0",ARROZ LARGO FINO 53 X1KG,"1059,0","1059,0","1059,0",1,VITAL,"0,0","0,0"
100296,Arroz parboil MOLINOS ALA g.selecto x1k,,,,,,,,,,,,,"1249,89",,,"1749,0",,"1499,4450000000002",ARROZ PARBOIL MOLINOS ALA G.SELECTO X1K,"1249,89","1749,0","1499,4450000000002",2,MAXICONSUMO,"16,643157968448328","249,55500000000006"
100297,Polenta MOLINOS ALA instantanea x730g,"1290,0","1289,0",,"1290,0",,,,,,,,,,,,"1099,0",,"1242,0",POLENTA MOLINOS ALA INSTANTANEA X730G,"1099,0","1290,0","1226,3333333333333",3,VITAL,"10,383256319652073","127,33333333333326"
100299,Arroz doble carolina MOLINOS ALA x500gr,"1690,0",,,"1850,0",,,,"1950,0","1261,4",,,"1437,0",,"1598,76","1850,0","1435,0",,"1634,02",ARROZ DOBLE CAROLINA MOLINOS ALA X500GR,"1435,0","1850,0","1684,752",5,VITAL,"14,824259000731264","249,75199999999995"
100300,Arroz doble MOLINOS ALA x1kg,"3250,0",,,"3250,0","3250,0",,,"3450,0","2279,0","2450,0",,,,"1885,41","3250,0","1799,0","1699,0","2656,241",ARROZ DOBLE MOLINOS ALA X1KG,"1699,0","3250,0","2511,9157142857143",7,YAGUAR,"32,36238022090141","812,9157142857143"
100310,Arroz doble GALLO seleccion x1kg,"4750,0","4499,0",,"4850,0",,,,"4750,0",,,,"4038,0",,,"4500,0","3999,0",,"4521,0",ARROZ DOBLE GALLO SELE ML ION X1KG,"3999,0","4850,0","4524,75",4,VITAL,"11,619426487651252","525,75"
100311,Arroz doble GALLO x500gr,"2200,0","2199,0",,"2310,0","2200,0","2019,97",,"2350,0",,,,"1679,0","1599,8999999999999","1754,49","2200,0","1699,0",,"2045,4616393442623",ARROZ DOBLE GALLO X500GR,"1599,8999999999999","2310,0","1969,0514285714287",7,MAXICONSUMO,"18,74767835999351","369,1514285714288"
100314,Arroz integral GALLO estuche x1kg,"3500,0",,,"3500,0",,,,,,,,"2890,0",,,,"2699,0",,"3211,285714285714",ARROZ INTEGRAL GALLO ESTUCHE X1KG,"2699,0","3500,0","3233,0",3,VITAL,"16,517166718218373","534,0"
100317,Arroz largo fino GALLO x500g,"1160,0","1159,0",,"1160,0","1195,0",,,"1250,0",,"866,84",,"995,0","899,8900000000001",,,"999,0",,"1084,1949122807011",ARROZ LARGO FINO GALLO X500G,"866,84","1160,0","1017,1460000000001",5,MAKRO,"14,777229620919712","150,30600000000004"
100321,Arroz parboil GALLO ORO bolsa x500g,"1345,0","1339,0",,"1379,0","1345,0","1133,04",,"1400,0","1166,0","1245,0",,"1105,0","849,9","1145,25","1350,0","1105,0","1144,0","1222,1251851851853",ARROZ PARBOIL GALLO ORO BOLSA X500G,"849,9","1379,0","1188,4655555555555",9,MAXICONSUMO,"28,487620358277105","338,56555555555553"
100322,Arroz parboil GALLO ORO estuche x1kg,"3300,0","3129,0",,"3300,0",,"2858,81",,"3300,0","2809,0","2199,0",,"2699,0","2499,9","2499,0","3150,0","2599,0","2500,0","2843,4568000000004",ARROZ PARBOIL GALLO ORO ESTUCHE X1KG,"2199,0","3300,0","2767,301111111111",9,MAKRO,"20,53629468904921","568,3011111111109"
100323,Arroz parboil GALLO ORO x5kg,,,,,,,,,,,,,,"6999,0",,"8489,0",,"7495,666666666667",ARROZ PARBOIL GALLO ORO X5KG,"6999,0","8489,0","7744,0",2,NINI,"9,620351239669422","745,0"
100334,Arroz parboil LUCCHETTI bolsa x500g,"1155,0","1109,0",,"1155,0","1154,0",,,"1200,0","964,6",,,"869,0","888,89","955,0","1150,0","955,0","989,0","1034,8792",ARROZ PARBOIL LU ML HETTI BOLSA X500G,"888,89","1155,0","1035,412857142857",7,MAXICONSUMO,"14,151152956239677","146,5228571428571"
100335,Arroz parboil LUCCHETTI bolsa x1kg,"2195,0","2099,0",,"2195,0","2198,0",,,"2250,0","1749,0",,,"1699,0",,,,"1699,0",,"2031,2666666666667",ARROZ PARBOIL LU ML HETTI BOLSA X1KG,"1699,0","2195,0","2029,6666666666667",3,VITAL,"16,29167350960749","330,66666666666674"
100355,Azucar DOMINO x1kg,,,,,"1250,0",,,,"1113,0","919,0",,"1063,0",,,,"1059,0","899,0","1049,0487804878048",AZUCAR DOMINO X1KG,"899,0","1059,0","959,0",3,YAGUAR,"6,256517205422315","60,0"
100358,Azucar HILERET light x500gr,"2419,0","2479,0",,"2801,0","2600,0","2609,91",,"2800,0","1897,4",,,"1996,0","2149,9","1499,0","2650,0","2105,0","1999,0","2285,8007142857145",AZUCAR HILERET LIGHT X500GR,"1499,0","2801,0","2279,1012499999997",8,NINI,"34,228459573702565","780,1012499999997"
100360,Azucar LEDESMA x1kg,,,,,,"1220,04",,,"1325,0","1309,99",,"1161,0","1149,8999999999999",,,"1199,0",,"1232,3521951219518",AZUCAR LEDESMA X1KG,"1149,8999999999999","1309,99","1219,7324999999998",4,MAXICONSUMO,"5,725230737067348","69,83249999999998"
100379,Bizcochuelo EXQUISITA de coco x540gr,"3360,0","3799,0",,"3525,0","3360,0","3137,53",,"3550,0","2703,0","2499,0",,"2856,0","2199,9",,"3400,0","2535,0","2799,0","3076,4744",BIZCOCHUELO EXQUISITA DE COCO X540GR,"2199,9","3525,0","2931,92875",8,MAXICONSUMO,"24,967480877562252","732,02875"
100380,Bizcochuelo EXQUISITA de limon x540gr,"3360,0","3799,0",,"3525,0","3360,0","3137,53",,"3550,0","2703,0","2499,0",,"2856,0","2199,9",,"3400,0","2535,0","2799,0","3076,4744",BIZCOCHUELO EXQUISITA DE LIMON X540GR,"2199,9","3525,0","2931,92875",8,MAXICONSUMO,"24,967480877562252","732,02875"
100381,Bizcochuelo EXQUISITA de naranja x540gr,"3360,0","3799,0",,"3525,0","3360,0","3137,53",,"3550,0","2703,0","2499,0",,"2856,0","2199,9",,"3400,0","2535,0","2799,0","3076,4744",BIZCOCHUELO EXQUISITA DE NARANJA X540GR,"2199,9","3525,0","2931,92875",8,MAXICONSUMO,"24,967480877562252","732,02875"
100389,Polvo para hornear ROYAL x50g,"1459,0","1459,0",,"1460,0",,"1257,19",,"1550,0",,,,"1099,0",,,"1500,0","1099,0","1149,0","1336,91",POLVO PARA HORNEAR ROYAL X50G,"1099,0","1500,0","1320,6983333333335",6,VITAL,"16,786447573821437","221,6983333333335"
100398,Budin MARCOLLA con frutas x200grs,"3249,0",,,"3250,0",,,,,,,,,,,,"1899,0",,"2799,3333333333335",BUDIN MARCOLLA CON FRUTAS X200 GR,"1899,0","3250,0","2799,3333333333335",3,VITAL,"32,162419623719934","900,3333333333335"
100400,Budin MARCOLLA vainilla x200gr,"3249,0",,,"3250,0",,,,,,,,,,,,"1899,0",,"2799,3333333333335",BUDIN MARCOLLA VAINILLA X200GR,"1899,0","3250,0","2799,3333333333335",3,VITAL,"32,162419623719934","900,3333333333335"
100403,Budin MUSEL con nuez y almendras x250gr,,,,"3960,0",,,,,,,,,,,,"2399,0",,"3179,5",BUDIN MUSEL CON NUEZ Y ALMENDRAS X250GR,"2399,0","3960,0","3179,5",2,VITAL,"24,547884887560937","780,5"
100453,Cafe instantaneo ARLISTAN frasco x50gr,,"3489,0",,"3485,0",,"2417,09",,"3800,0","2427,4",,,"2962,0",,,"3650,0","2199,0","2399,0","2988,5443636363625",CAFE INSTANTANEO ARLISTAN FRASCO X50GR,"2199,0","3650,0","2830,018",5,VITAL,"22,297314010016898","631,018"
100454,Cafe instantaneo ARLISTAN frasco x100gr,"6099,0","6069,0",,,,"4169,3",,"6550,0","4081,0","4545,0",,"5184,0","3999,9",,,"3999,0",,"5064,942857142857",CAFE INSTANTANEO ARLISTAN FRASCO X100GR,"3999,0","6099,0","4562,44",5,VITAL,"12,349532267821596","563,4399999999996"
100483,Malta EL POCILLO fortificada x170gr,,,,,,,,"6450,0",,,,,"3499,9","3770,35","6150,0","3499,0",,"4673,85",MALTA EL POCILLO FORTIFICADA X170GR,"3499,0","6150,0","4229,8125",4,VITAL,"17,277657106550233","730,8125"
100505,Cafe instantaneo LA VIRGINIA suave x170g,"9150,0",,,,,,,"9500,0",,,,,"6299,9","7123,98",,"6299,0",,"7674,576000000001",CAFE INSTANTANEO LA VIRGINIA SUAVE X170G,"6299,0","9150,0","7218,219999999999",4,VITAL,"12,734718531715567","919,2199999999993"
100510,Cafe inst LA VIRGINIA cappuccino x10u,"4825,0",,,"4837,0",,,,"5200,0",,,,,,,"5100,0","4305,0","3999,0","4711,0",CAFE INST LA VIRGINIA CAPPU ML INO X10U,"3999,0","5100,0","4613,2",5,YAGUAR,"13,313968611809587","614,1999999999998"
100562,Caldo MAGGI gallina x2u,,,,,,"317,02",,,,,,"278,0",,,,"315,0","279,0","297,255",CALDO MAGGI GALLINA X2U,"279,0","317,02","303,67333333333335",3,YAGUAR,"8,124958837347153","24,673333333333346"
100563,Caldo MAGGI gallina x6u,"909,0","969,0",,"908,0",,"850,99",,"1050,0",,,,"718,0",,,"1000,0","799,0","789,0","888,11",CALDO MAGGI GALLINA X6U,"789,0","1000,0","875,9983333333333",6,YAGUAR,"9,931335485798108","86,99833333333333"
100565,Caldo MAGGI verdura x2u,,,,,,"317,02",,,,,,"278,0",,,,"315,0","279,0","297,255",CALDO MAGGI VERDURA X2U,"279,0","317,02","303,67333333333335",3,YAGUAR,"8,124958837347153","24,673333333333346"
100566,Caldo MAGGI verduras x6u,"899,0","969,0",,"902,0",,"850,99",,,,,,"722,0",,,"1000,0","799,0","789,0","866,37375",CALDO MAGGI VERDURAS X6U,"789,0","1000,0","873,3316666666666",6,YAGUAR,"9,65631613800789","84,33166666666659"
100654,Atun LA CAMPAGNOLA en aceite x170gr,"5535,0","5529,0",,"5536,0","5535,0","5200,03",,"5700,0",,"4449,0",,"4299,0","4199,9","5181,57","5550,0","4819,0","4655,0","5091,423076923077",ATUN LA CAMPAGNOLA EN ACEITE X170GR,"4199,9","5550,0","5013,944444444444",9,MAXICONSUMO,"16,235609577733214","814,0444444444447"
100655,Atun LA CAMPAGNOLA en aceite x300gr,,,,"8650,0",,,,,,,,"7353,0",,"7082,97",,"7349,0","5619,0","7210,794",ATUN LA CAMPAGNOLA EN ACEITE X300GR,"5619,0","8650,0","7175,2425",4,YAGUAR,"21,689057895952647","1556,2425000000003"
100656,Atun LA CAMPAGNOLA natural x170gr,"5535,0","5529,0",,"5536,0","5535,0","5200,03",,"5700,0",,"4449,0",,"4299,0","4199,9","5181,57","5550,0","4819,0","4655,0","5091,423076923077",ATUN LA CAMPAGNOLA NATURAL X170GR,"4199,9","5550,0","5013,944444444444",9,MAXICONSUMO,"16,235609577733214","814,0444444444447"
100657,Atun LA CAMPAGNOLA natural x300gr,,,,"8650,0",,,,,,,,"7353,0",,"7082,97",,"7349,0","5619,0","7210,794",ATUN LA CAMPAGNOLA NATURAL X300GR,"5619,0","8650,0","7175,2425",4,YAGUAR,"21,689057895952647","1556,2425000000003"
100678,Filet de anchoas PUGLISI en aceite x90g,,,,,,,,,,,,,,,,"6059,0",,"6059,0",FILET DE ANCHOAS PUGLISI EN ACEITE X90G,"6059,0","6059,0","6059,0",1,VITAL,"0,0","0,0"
100680,Atun PUGLISI en aceite x170g,,,,,,"3503,01",,,"3422,74",,,,"3299,9","3099,04",,"3299,0","3049,0","3245,9557142857143",ATUN PUGLISI EN ACEITE X170G,"3049,0","3503,01","3249,9900000000002",5,YAGUAR,"6,184326721005302","200,99000000000024"
100681,Atun PUGLISI al agua x170g,,,,,,"3503,01",,,"3422,74",,,,"3299,9","3099,04",,"3299,0","3049,0","3245,9557142857143",ATUN PUGLISI AL AGUA X170G,"3049,0","3503,01","3249,9900000000002",5,YAGUAR,"6,184326721005302","200,99000000000024"
100682,Caballa PUGLISI en aceite x380g,,,,,,"3920,04",,,,,,,"3999,9","3697,99",,"3819,0","3749,0","3837,186",CABALLA PUGLISI EN ACEITE X380G,"3697,99","3999,9","3837,186",5,NINI,"3,627554150359153","139,19600000000037"
100683,Caballa PUGLISI al agua x380g,,,,,,"3920,04",,,,,,,"3999,9","3697,99",,"3819,0","3749,0","3837,186",CABALLA PUGLISI AL AGUA X380G,"3697,99","3999,9","3837,186",5,NINI,"3,627554150359153","139,19600000000037"
100684,Sardina PUGLISI en aceite x170g,,,,,,"3404,03",,,,,,,"3399,89","3198,02",,"3349,0",,"3337,735",SARDINA PUGLISI EN ACEITE X170G,"3198,02","3404,03","3337,735",4,NINI,"4,185922489352814","139,71500000000015"
100694,Atun S&P desmenuzado al natural x170gr,,,,,"1190,0","1328,03",,,,,,,,,,"1325,0",,"1263,4140000000002",ATUN S&P DESMENUZADO AL NATURAL X170GR,"1325,0","1328,03","1326,5149999999999",2,VITAL,"0,11420903646018875","1,5149999999998727"
100695,Atun S&P desmenuzado en aceite x170gr,,,,,"1190,0","1328,03",,,,,,,,,,"1325,0",,"1264,0907692307696",ATUN S&P DESMENUZADO EN ACEITE X170GR,"1325,0","1328,03","1326,5149999999999",2,VITAL,"0,11420903646018875","1,5149999999998727"
100697,Jurel S&P en aceite x425gr,,,,,,,,,,,,,,,,"3299,0",,"3299,0",JUREL S&P EN ACEITE X425GR,"3299,0","3299,0","3299,0",1,VITAL,"0,0","0,0"
100698,Jurel S&P al natural x425gr,,,,,,,,,,,,,,,,"3299,0",,"3299,0",JUREL S&P AL NATURAL X425GR,"3299,0","3299,0","3299,0",1,VITAL,"0,0","0,0"
100745,Champignon CARACAS entero lata x400g,,,,,,,,"4400,0","2892,74",,,,"2949,9",,"4150,0","2955,0","2586,0","3322,273333333333",CHAMPIGNON CARACAS ENTERO LATA X400G,"2586,0","4150,0","3160,225",4,YAGUAR,"18,170383437888123","574,2249999999999"
100753,Baño reposteria AGUILA s/amargo x150gr,"3759,0",,,"3769,0","3760,0","3046,72",,,,,,"2900,0","2899,9","3096,01","3900,0","2899,9","3090,0","3312,053000000001",BAÑO REPOSTERIA AGUILA S/AMARGO X150GR,"2899,9","3900,0","3307,56625",8,"MAXICONSUMO, VITAL","12,325263326169198","407,66624999999976"
100754,Baño reposteria AGUILA blanco x150gr,"3759,0",,,"3769,0","3760,0","3046,72",,,,,,"2900,0","2899,9","3096,01","3900,0","2899,9","3090,0","3312,053000000001",BAÑO REPOSTERIA AGUILA BLANCO X150GR,"2899,9","3900,0","3307,56625",8,"MAXICONSUMO, VITAL","12,325263326169198","407,66624999999976"
100755,Baño reposteria AGUILA leche x150gr,"3759,0",,,"3769,0","3760,0","3046,72",,,,,,"2900,0","2899,9","3096,01","3900,0","2899,9","3090,0","3312,053000000001",BAÑO REPOSTERIA AGUILA LECHE X150GR,"2899,9","3900,0","3307,56625",8,"MAXICONSUMO, VITAL","12,325263326169198","407,66624999999976"
100756,Chocolate AGUILA blanco x100g,,,,"6100,0",,,,,,,,"4295,0",,"4298,03",,"3899,0",,"4648,0075",CHOCOLATE AGUILA BLANCO X100G,"3899,0","6100,0","4765,676666666666",3,VITAL,"18,185805023840608","866,6766666666663"
100758,Chocolate AGUILA negro x100gr,"5559,0","5559,0",,"5559,0",,"4605,02",,,,,,"4295,0","4299,89","4298,03","5600,0","4299,0","4294,0","4836,794",CHOCOLATE AGUILA NEGRO X100GR,"4294,0","5600,0","4814,2425",8,YAGUAR,"10,80632103596776","520,2425000000003"
100759,Chocolate AGUILA negro x150gr,"7209,0","7209,0",,"7319,0","7210,0","5877,03",,,,,,"6128,0","5499,9","5497,99","7600,0","5499,0",,"6504,892",CHOCOLATE AGUILA NEGRO X150GR,"5497,99","7600,0","6357,417142857143",7,NINI,"13,518495381772292","859,4271428571428"
100773,Dulce de membrillo ARCOR estuche x500gr,"3080,0",,,"2799,0","2400,0","2395,01",,"3410,0",,,,,"2149,89",,,"2149,0",,"2626,128571428572",DULCE DE MEMBRILLO ARCOR ESTUCHE X500GR,"2149,0","3080,0","2514,58",5,VITAL,"14,538411981324911","365,5799999999999"
100818,Dulce de leche LA PAULINA fliar x400gr,,,,,,"3507,1799999999994",,,,"2699,0",,,"2759,9",,,"2759,0","2223,0","2795,447619047619",DULCE DE LECHE LA PAULINA FLIAR X400GR,"2223,0","3507,1799999999994","2789,6159999999995",5,YAGUAR,"20,311612781113947","566,6159999999995"
100851,Anana GENTLEMAN rodajas lata x820g,,,,"7330,0",,,,,,,,,"5799,89","5907,57",,"5799,0","6149,0","6197,092",ANANA GENTLEMAN RODAJAS LATA X820G,"5799,0","7330,0","6197,092",5,VITAL,"6,423851703347307","398,09199999999964"
100882,Anana S&P en rodajas x3.06kg,,,,,,,,,,,,,"16299,9",,,"14819,0",,"15806,266666666668",ANANA S&P EN RODAJAS X3.06KG,"14819,0","16299,9","15559,45",2,VITAL,"4,7588443036225625","740,4500000000007"
100884,Anana S&P en rodajas x850gr,,,,,,,,,,,,,,,,"5199,0",,"5199,0",ANANA S&P EN RODAJAS X850GR,"5199,0","5199,0","5199,0",1,VITAL,"0,0","0,0"
100885,Coctel S&P de 5 frutas x820gr,"3590,0",,,,"3900,0",,,,,,,"3590,0",,,,"3249,0",,"3629,8571428571427",COCTEL S&P DE 5 FRUTAS X820GR,"3249,0","3590,0","3419,5",2,VITAL,"4,986109080274894","170,5"
100886,Durazno S&P en mitad x820g,"2690,0",,,"3029,0","2480,0","2168,02",,,,,,"2690,0","2599,9",,,"2165,0",,"2591,7072",DURAZNO S&P EN MITAD X820G,"2165,0","3029,0","2530,384",5,VITAL,"14,439863672865464","365,384"
100887,Pera S&P x820gr,"3490,0",,,"3245,0",,,,,,,,"3490,0","1849,9",,,"2599,0",,"2972,0888888888894",PERA S&P X820GR,"1849,9","3490,0","2795,975",4,MAXICONSUMO,"33,83703359293269","946,0749999999998"
100904,Edulcorante HILERET liquido x250cc,"2620,0","2729,0",,"2725,0","2725,0","3109,94",,"2800,0",,"2235,0",,"1699,0","1649,9","1766,95","2700,0","1999,0",,"2396,5658333333336",EDULCORANTE HILERET LIQUIDO X250 ML,"1649,9","3109,94","2350,72375",8,MAXICONSUMO,"29,813105431890925","700,82375"
100905,Edulcorante HILERET liquido x500cc,"4365,0","4629,0",,"4632,0","4630,0","3199,06",,"4800,0",,"3620,01",,"2949,0","3749,9","3062,94","4650,0","3325,0",,"3830,275",EDULCORANTE HILERET LIQUIDO X500 ML,"3062,94","4650,0","3825,48875",8,NINI,"19,933367991214194","762,5487499999999"
100907,Edulcorante HILERET sobre x50u,,"2389,0",,,"2365,0",,,"2400,0",,,,"1379,0","1699,9","1350,95","2300,0","1699,0",,"1884,6499999999999",EDULCORANTE HILERET SOBRE X50U,"1350,95","2300,0","1762,4625",4,NINI,"23,348723731710606","411,51250000000005"
100908,Edulcorante HILERET sobre x100u,,"4289,0",,"4291,0","3680,0","3199,9",,"4100,0",,"3089,99",,"3001,0","2829,9","2390,95","3950,0","2829,0",,"3422,794545454546",EDULCORANTE HILERET SOBRE X100U,"2390,95","4291,0","3225,8199999999997",7,NINI,"25,880861300382534","834,8699999999999"
100911,Edulcorante HILERET SWEET liquido x200cc,"3050,0","2859,0",,"3080,0","3200,0","2469,91",,"3200,0",,"2300,01",,"2593,0","2179,9","1790,55","3050,0","2179,0",,"2662,6141666666667",EDULCORANTE HILERET SWEET LIQUIDO X200 ML,"1790,55","3080,0","2512,4212500000003",8,NINI,"28,732094588039338","721,8712500000004"
100912,Edulcorante HILERET SWEET liquido x400cc,"4859,0","4859,0",,"4895,0",,"4369,91",,"5150,0",,,,"4130,0","3879,9",,"5100,0","3599,0",,"4537,978888888889",EDULCORANTE HILERET SWEET LIQUIDO X400 ML,"3599,0","5100,0","4450,468333333333",6,VITAL,"19,132106321394637","851,4683333333332"
100913,Edulcorante HILERET SWEET sobre x50u,,,,"2504,0",,,,,,,,,"1599,9","1559,68",,"1699,0",,"1840,645",EDULCORANTE HILERET SWEET SOBRE X50U,"1559,68","2504,0","1840,645",4,NINI,"15,264486090473717","280,9649999999999"
100914,Edulcorante HILERET SWEET sobre x100u,"4459,0",,,"4506,0",,,,,,,,"3790,0","2999,89","2678,32",,"2699,0",,"3522,035",EDULCORANTE HILERET SWEET SOBRE X100U,"2678,32","4506,0","3468,442",5,NINI,"22,780314619647665","790,1219999999998"
100952,Extracto de tomate INCA doble x150gr,,,,"1517,89",,"970,0",,,,,,,,"1028,49",,"969,0",,"1143,1085714285714",EXTRACTO DE TOMATE INCA DOBLE X150GR,"969,0","1517,89","1121,345",4,VITAL,"13,585916912279453","152,34500000000003"
100962,Adobo pizza DOS ANCLAS x25gr,"1169,0",,,"1167,0",,"954,99",,"1250,0",,,,"994,0","989,89","934,96","1200,0","989,0",,"1072,0933333333332",ADOBO PIZZA DOS ANCLAS X25GR,"934,96","1200,0","1057,8342857142857",7,NINI,"11,615645982897666","122,87428571428563"
100963,Aji molido DOS ANCLAS x50gr,,,,"1691,0",,,,"1800,0",,,,,,"1549,88","1700,0","1469,0","1515,0","1620,8133333333335",AJI MOLIDO DOS ANCLAS X50GR,"1469,0","1700,0","1584,976",5,VITAL,"7,317208588647405","115,97600000000011"
100964,Oregano DOS ANCLAS d/p x25grs,"1185,0","1239,0",,"1185,0",,"957,05",,"1250,0",,,,"1007,0","899,9","899,02","1200,0","899,0","1130,0","1077,360909090909",OREGANO DOS ANCLAS D/P X25 GR,"899,0","1200,0","1044,3712500000001",8,VITAL,"13,919499411727404","145,37125000000015"
100965,Pimenton seleccionado DOS ANCLAS x50gr,"1659,0","1659,0",,"1658,0",,"1264,03",,"1750,0",,,,,"1199,9","1570,93","1700,0","1199,0",,"1517,7622222222224",PIMENTON SELE ML IONADO DOS ANCLAS X50GR,"1199,0","1700,0","1464,4085714285716",7,VITAL,"18,123942771630876","265,4085714285716"
100966,Pimienta blanca molida DOS ANCLAS x25gr,,"1999,0",,"2708,0",,,,,,,,,,"1825,88",,"2199,0",,"2182,9700000000003",PIMIENTA BLANCA MOLIDA DOS ANCLAS X25GR,"1825,88","2708,0","2244,2933333333335",3,NINI,"18,643433419279713","418,4133333333334"
101015,Chimichurri ALICANTE x50gr,"2279,0",,,"2284,0",,,,"2500,0",,,,"1937,0","1999,9",,"2400,0","1999,0","2195,0","2199,2375",CHIMICHURRI ALICANTE X50GR,"1999,0","2400,0","2192,8166666666666",6,VITAL,"8,838708206340398","193,8166666666666"
101016,Coco rallado ALICANTE natural x50gr,"1800,0","1839,0",,,,,,"1800,0",,,,"1347,0",,"1633,61","1700,0","1499,0","1599,0","1652,20125",COCO RALLADO ALICANTE NATURAL X50GR,"1499,0","1800,0","1646,3220000000001",5,VITAL,"8,948553199191903","147,32200000000012"
