Material,Descripción,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,"Mar del Plata, EL GAUCHITO",MAXI CARREFOUR,MAXICONSUMO,NINI,PLAZA VEA,VITAL,YAGUAR,Total general,Descripcion_Norm,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Ahorro_Pct,Ahorro_Abs
170060,Shampoo TIO NACHO aclarante x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6499,0",,"8539,545555555556",SHAMPOO TIO NACHO ACLARANTE X415ML,"5999,91","9250,0","8049,782000000001",5,MAXICONSUMO,"25,464938056707638","2049,872000000001"
170061,Acond TIO NACHO aclarante x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6675,0",,"8559,101111111111",ACOND TIO NACHO ACLARANTE X415ML,"5999,91","9250,0","8084,982000000001",5,MAXICONSUMO,"25,789445171306514","2085,072000000001"
170063,Acond TIO NACHO herbolaria x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6675,0",,"8559,101111111111",ACOND TIO NACHO HERBOLARIA X415ML,"5999,91","9250,0","8084,982000000001",5,MAXICONSUMO,"25,789445171306514","2085,072000000001"
170065,Shampoo TIO NACHO herbolaria x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6499,0",,"8539,545555555556",SHAMPOO TIO NACHO HERBOLARIA X415ML,"5999,91","9250,0","8049,782000000001",5,MAXICONSUMO,"25,464938056707638","2049,872000000001"
170070,Crema GOICOECHEA piel sensible x400ml,,,,,,,,,,,,,,,,"8999,0",,"8999,0",CREMA GOICOECHEA PIEL SENSIBLE X400ML,"8999,0","8999,0","8999,0",1,VITAL,"0,0","0,0"
170073,Crema GOICOECHEA ultra nutritiva x400ml,"11595,0","13489,0",,"11594,0",,,,,,,,"9855,0",,,,"10435,0","12471,0","11573,166666666666",CREMA GOICOECHEA ULTRA NUTRITIVA X400ML,"10435,0","12471,0","11523,75",4,VITAL,"9,44787937954225","1088,75"
170079,Aceite mezcla COCINERO x900cc,,"2939,0",,,,"2299,06",,,,"2475,0",,,"2349,89","2587,69",,"2399,0",,"2526,4855555555564",ACEITE MEZCLA COCINERO X900 ML,"2299,06","2587,69","2422,1279999999997",5,DIARCO,"5,0809866365443845","123,06799999999976"
170112,COPA AGUA nadir barone x490ml,"4290,0","4409,0",,,,,,"4290,0",,,,,,,,"3009,0",,"3999,5",COPA AGUA NADIR BARONE X490ML,"3009,0","4290,0","3649,5",2,VITAL,"17,55034936292643","640,5"
170113,COPA nadir barone champagne,"4290,0","4409,0",,,,,,"4290,0",,,,,,,,"2339,0",,"3832,0",COPA NADIR BARONE CHAMPAGNE,"2339,0","4290,0","3314,5",2,VITAL,"29,431286770251923","975,5"
170115,VASO nadir cerveza x473ml,,,,,,,,,,,,,,,,"1659,0",,"1659,0",VASO NADIR CERVEZA X473ML,"1659,0","1659,0","1659,0",1,VITAL,"0,0","0,0"
170120,Galletitas CEREALITAS avena/pasas x231gr,,,,,,,,,,,,,,,,"189,0",,"189,0",GALLETITAS CEREALITAS AVENA/PASAS X231GR,"189,0","189,0","189,0",1,VITAL,"0,0","0,0"
170125,Dulce batata DULCOR vainilla x2kg,,,,,,,,,,,,,"5999,89",,,"5999,0","6499,0","6165,963333333333",DULCE BATATA DULCOR VAINILLA X2KG,"5999,0","6499,0","6165,963333333333",3,VITAL,"2,707822351630372","166,96333333333314"
170130,Dulce de membrillo DULCOR x2kg,"14260,0",,,,,,,,,,,,"7199,9",,,"7199,0","8899,0","9389,475",DULCE DE MEMBRILLO DULCOR X2KG,"7199,0","14260,0","9389,475",4,VITAL,"23,329046618687414","2190,4750000000004"
170131,Pan dulce BIMBO con frutas x400gr,,,,,,,,,,,,,,,,"4999,0",,"4999,0",PAN DULCE BIMBO CON FRUTAS X400GR,"4999,0","4999,0","4999,0",1,VITAL,"0,0","0,0"
170136,CAMPERA niño combinada con polar,,,,,,,,,,,,,,,,"33129,0",,"33129,0",CAMPERA NIÑO COMBINADA CON POLAR,"33129,0","33129,0","33129,0",1,VITAL,"0,0","0,0"
170138,CAMPERA niña de polar,,,,,,,,,,,,,,,,"5919,0",,"5919,0",CAMPERA NIÑA DE POLAR,"5919,0","5919,0","5919,0",1,VITAL,"0,0","0,0"
170139,CAMPERA hombre con capucha ultra liviana,,,,,,,,,,,,,,,,"44165,0",,"44165,0",CAMPERA HOMBRE CON CAPUCHA ULTRA LIVIANA,"44165,0","44165,0","44165,0",1,VITAL,"0,0","0,0"
170140,CAMPERA mujer larga ultra liviana,,,,,,,,,,,,,,,,"43299,0",,"43299,0",CAMPERA MUJER LARGA ULTRA LIVIANA,"43299,0","43299,0","43299,0",1,VITAL,"0,0","0,0"
170143,Pan dulce BIMBO c/chips choco. x400grs,,,,,,,,,,,,,,,,"5499,0",,"5499,0",PAN DULCE BIMBO C/CHIPS CHOCO. X400 GR,"5499,0","5499,0","5499,0",1,VITAL,"0,0","0,0"
170144,Pan dulce VALENTE con frutas x400gr,,,,,,,,,,,,,,,,"3899,0",,"3899,0",PAN DULCE VALENTE CON FRUTAS X400GR,"3899,0","3899,0","3899,0",1,VITAL,"0,0","0,0"
170149,Crema corp GOICOECHEA reafirmante x400ml,"11595,0","13489,0",,"11594,0",,,,,,,,"9855,0",,,,"10435,0","12471,0","11573,166666666666",CREMA CORP GOICOECHEA REAFIRMANTE X400ML,"10435,0","12471,0","11523,75",4,VITAL,"9,44787937954225","1088,75"
170151,Salsa ranch DOS ANCLAS picante petx250gr,,,,"4440,0",,,,,,,,,,,,"3629,0",,"4034,5",SALSA RANCH DOS ANCLAS PICANTE PETX250GR,"3629,0","4440,0","4034,5",2,VITAL,"10,05081174866774","405,5"
170163,Jugo de limon MENOYO x250cc,"1450,0",,,"1490,0",,,,,,,,,,,,"1265,0",,"1401,6666666666667",JUGO DE LIMON MENOYO X250 ML,"1265,0","1490,0","1401,6666666666667",3,VITAL,"9,750297265160528","136,66666666666674"
170164,Prot.solar BAGOVIT SOL.ac.bron.sp.x200ml,,,,,,,,,,,,,,,,"0,09",,"0,09",PROT.SOLAR BAGOVIT SOL.AC.BRON.SP.X200ML,"0,09","0,09","0,09",1,VITAL,"0,0","0,0"
170166,Prot.solar BAGOVIT SOL.emuls. F30 x200ml,,,,,,,,,,,,,,,,"0,09",,"0,09",PROT.SOLAR BAGOVIT SOL.EMULS. F30 X200ML,"0,09","0,09","0,09",1,VITAL,"0,0","0,0"
170167,Prot.solar BAGOVIT SOL.emuls. F50 x200ml,,,,,,,,,,,,,,,,"0,09",,"0,09",PROT.SOLAR BAGOVIT SOL.EMULS. F50 X200ML,"0,09","0,09","0,09",1,VITAL,"0,0","0,0"
170168,Prot.solar BAGOVIT SOL.em.kids F50x200ml,,,,,,,,,,,,,,,,"0,09",,"0,09",PROT.SOLAR BAGOVIT SOL.EM.KIDS F50X200ML,"0,09","0,09","0,09",1,VITAL,"0,0","0,0"
170169,Post solar BAGOVIT  aloe 80% gel x200ml,,,,,,,,,,,,,,,,"0,09",,"0,09",POST SOLAR BAGOVIT ALOE 80% GEL X200ML,"0,09","0,09","0,09",1,VITAL,"0,0","0,0"
170192,SOPLADORA DE HOJAS 1000w,,,,,,,,,,,,,,,,"28149,0",,"28149,0",SOPLADORA DE HOJAS 1000W,"28149,0","28149,0","28149,0",1,VITAL,"0,0","0,0"
170194,CORTADORA DE PASTO 750w 32cm,,,,,,,,,,,,,,,,"107349,0",,"107349,0",CORTADORA DE PASTO 750W 32CM,"107349,0","107349,0","107349,0",1,VITAL,"0,0","0,0"
170222,CESTO plegable de bambú redondo,,,,,,,,,,,,,,,,"21899,0",,"21899,0",CESTO PLEGABLE DE BAMBÚ REDONDO,"21899,0","21899,0","21899,0",1,VITAL,"0,0","0,0"
170223,CESTO Bonux plegable bamboo cuadrado,,,,,,,,,,,,,,,,"21899,0",,"21899,0",CESTO BONUX PLEGABLE BAMBOO CUADRADO,"21899,0","21899,0","21899,0",1,VITAL,"0,0","0,0"
170231,COMPRESOR de aire 12v,,,,,,,,,,,,,,,,"10829,0",,"10829,0",COMPRESOR DE AIRE 12V,"10829,0","10829,0","10829,0",1,VITAL,"0,0","0,0"
170232,COMPRESOR PREMIUM de aire 12v,,,,,,,,,,,,,,,,"27059,0",,"27059,0",COMPRESOR PREMIUM DE AIRE 12V,"27059,0","27059,0","27059,0",1,VITAL,"0,0","0,0"
170268,ESPATULA de naylon,,,,,,,,,,,,,,,,"1999,0",,"1999,0",ESPATULA DE NAYLON,"1999,0","1999,0","1999,0",1,VITAL,"0,0","0,0"
170269,CUCHARON anzo de nylon,,,,,,,,,,,,,,,,"2169,0",,"2169,0",CUCHARON ANZO DE NYLON,"2169,0","2169,0","2169,0",1,VITAL,"0,0","0,0"
170270,CUCHARON de sopa,,,,,,,,,,,,,,,,"1999,0",,"1999,0",CUCHARON DE SOPA,"1999,0","1999,0","1999,0",1,VITAL,"0,0","0,0"
170271,ESPUMADERA anzo de nylon,,,,,,,,,,,,,,,,"1999,0",,"1999,0",ESPUMADERA ANZO DE NYLON,"1999,0","1999,0","1999,0",1,VITAL,"0,0","0,0"
170272,ESPUMADERA de pasta,,,,,,,,,,,,,,,,"1999,0",,"1999,0",ESPUMADERA DE PASTA,"1999,0","1999,0","1999,0",1,VITAL,"0,0","0,0"
170273,PISAPAPA,,,,,,,,,,,,,,,,"2599,0",,"2599,0",PISAPAPA,"2599,0","2599,0","2599,0",1,VITAL,"0,0","0,0"
170274,CUCHARON JA5629CC,,,,,,,,,,,,,,,,"2229,0",,"2229,0",CUCHARON JA5629 ML,"2229,0","2229,0","2229,0",1,VITAL,"0,0","0,0"
170276,BATIDOR JA5668CC,,,,,,,,,,,,,,,,"1999,0",,"1999,0",BATIDOR JA5668 ML,"1999,0","1999,0","1999,0",1,VITAL,"0,0","0,0"
170281,CERA silisur crema x600cc,,,,"11439,0",,,,,,,,,,"8998,52",,"8299,0",,"9578,84",CERA SILISUR CREMA X600 ML,"8299,0","11439,0","9578,84",3,VITAL,"13,361116794935505","1279,8400000000001"
170349,Cepillo dental COLGATE zigzag plus s2x1,,,,,,,,,,,,,,,,"1535,0",,"1535,0",CEPILLO DENTAL COLGATE ZIGZAG PLUS S2X1,"1535,0","1535,0","1535,0",1,VITAL,"0,0","0,0"
170350,Cepillo dental COLGATE extra clean 3u,"5690,0",,,"5690,0",,"4517,47",,"6000,0",,,,"4837,0",,,"5700,0","3849,0","3849,0","5016,55875",CEPILLO DENTAL COLGATE EXTRA CLEAN 3U,"3849,0","5700,0","4882,578333333334",6,"VITAL, YAGUAR","21,168699461042962","1033,5783333333338"
170362,Shampoo TIO NACHO engrosador x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6499,0",,"8539,545555555556",SHAMPOO TIO NACHO ENGROSADOR X415ML,"5999,91","9250,0","8049,782000000001",5,MAXICONSUMO,"25,464938056707638","2049,872000000001"
170363,Acond TIO NACHO engrosador x415ml,"9250,0","9249,0",,"9250,0","9490,0",,,"9750,0",,,,"8118,0","5999,91",,"9250,0","6499,0",,"8539,545555555556",ACOND TIO NACHO ENGROSADOR X415ML,"5999,91","9250,0","8049,782000000001",5,MAXICONSUMO,"25,464938056707638","2049,872000000001"
170368,Crema corp DIABET-TX hidratante x400ml,"11595,0","13489,0",,"11594,0",,,,,,,,"9855,0",,,,"10435,0","12471,0","11573,166666666666",CREMA CORP DIABET-TX HIDRATANTE X400ML,"10435,0","12471,0","11523,75",4,VITAL,"9,44787937954225","1088,75"
170371,Copos maiz SKARCHITOS azucarados x240g,,"1729,0",,"2034,0","1920,0",,,"1850,0",,"1559,0",,"1359,0",,,"1850,0","1449,0","1599,0","1705,4444444444443",COPOS MAIZ SKARCHITOS AZUCARADOS X240G,"1449,0","2034,0","1698,2",5,VITAL,"14,674361088211048","249,20000000000005"
170372,Copos maiz SKARCHITOS azucarados x500g,,"3499,0",,"4172,0","4020,0",,,,,,,,,,"3800,0","2965,0","2999,0","3575,8333333333335",COPOS MAIZ SKARCHITOS AZUCARADOS X500G,"2965,0","4172,0","3484,0",4,VITAL,"14,896670493685418","519,0"
170373,Copos maiz GRANIX tradicionales x400g,,,,"3106,0",,,,"2900,0",,,,,,,"2950,0","2069,0",,"2756,25",COPOS MAIZ GRANIX TRADICIONALES X400G,"2069,0","3106,0","2708,3333333333335",3,VITAL,"23,606153846153852","639,3333333333335"
170374,Galletitas GRANIX sin sal tripack x555g,,,,,,,,,,,,,,,,"2999,0",,"2999,0",GALLETITAS GRANIX SIN SAL TRIPACK X555G,"2999,0","2999,0","2999,0",1,VITAL,"0,0","0,0"
170380,Galletitas FRUTIGRAN salvado dulce x250g,,,,"1984,0",,,,"1950,0",,,,,,"2257,0","1850,0","1599,0","1599,0","1873,1666666666667",GALLETITAS FRUTIGRAN SALVADO DULCE X250G,"1599,0","2257,0","1857,8",5,"VITAL, YAGUAR","13,930455377328022","258,79999999999995"
170381,Galletitas FRUTIGRAN avena y pasas x250g,,"2609,0",,"2429,0",,,,"2400,0",,,,,,"2257,0","2550,0","1799,0","1799,0","2263,285714285714",GALLETITAS FRUTIGRAN AVENA Y PASAS X250G,"1799,0","2550,0","2166,8",5,"VITAL, YAGUAR","16,974340040612894","367,8000000000002"
170383,Galletitas FRUTIGRAN chips choco x255g,,,,"3526,0",,,,"3450,0",,,,"1940,0",,"2257,0","3250,0","2525,0",,"2824,6666666666665",GALLETITAS FRUTIGRAN CHIPS CHOCO X255G,"2257,0","3526,0","2889,5",4,NINI,"21,88960027686451","632,5"
170385,Desinf amb LYSOFORM original x285cc,"3849,0","3849,0",,"3846,99",,,,"4050,0","2860,94","3880,0",,"3272,0","3329,9","2929,03","3850,0","3329,0","3540,0","3548,8216666666667",DESINF AMB LYSOFORM ORIGINAL X285 ML,"2929,03","3880,0","3569,24",8,NINI,"17,936871714986932","640,2099999999996"
170386,Desinf amb LYSOFORM lavanda x285cc,"3849,0","3849,0",,"3846,99",,,,"4050,0","2860,94","3880,0",,"3272,0","3329,9","2929,03","3850,0","3329,0","3540,0","3548,8216666666667",DESINF AMB LYSOFORM LAVANDA X285 ML,"2929,03","3880,0","3569,24",8,NINI,"17,936871714986932","640,2099999999996"
170389,Canasta solida PATO marina x37g,"4555,0","4499,0",,"4554,99",,,,"4750,0",,,,,,,"4500,0","3845,0",,"4450,665",CANASTA SOLIDA PATO MARINA X37G,"3845,0","4555,0","4363,7474999999995",4,VITAL,"11,887660777806222","518,7474999999995"
170395,Yerba PIPORE sublime x500gr,,,"2149,0","2399,0",,"1725,16",,,,,,,"1599,9",,,"1699,0",,"1914,4119999999998",YERBA PIPORE SUBLIME X500GR,"1599,9","2399,0","1855,7649999999999",4,MAXICONSUMO,"13,787575474265317","255,86499999999978"
170443,Aritos frutales GRANIX x130g,,,,"1820,0","1765,0",,,,,,,,,,,"1259,0",,"1614,6666666666667",ARITOS FRUTALES GRANIX X130G,"1259,0","1820,0","1539,5",2,VITAL,"18,220201364079248","280,5"
170445,Bocaditos GRANIX relleno frutilla x180g,,"2499,0",,"2561,0","3200,0",,,"2650,0",,,,,,,"2600,0","2299,0","2399,0","2601,1428571428573",BOCADITOS GRANIX RELLENO FRUTILLA X180G,"2299,0","2600,0","2464,75",4,VITAL,"6,724819961456537","165,75"
170448,Edulcorante LEDESMA sucra sob x100u,"3100,0",,,,,"1769,93",,,,,,,,,"3100,0","1829,0",,"2449,7325",EDULCORANTE LEDESMA SUCRA SOB X100U,"1769,93","3100,0","2449,7325",4,DIARCO,"27,750070670981426","679,8025"
170457,Levadura LEUDEX fresca x500gr,,,,,,,,,,,,,"3798,99",,,"3795,0",,"3796,995",LEVADURA LEUDEX FRESCA X500GR,"3795,0","3798,99","3796,995",2,VITAL,"0,052541549304117884","1,9949999999998909"
170458,Mopa centrif IBERIA PRONTO turbo matic,"142900,0",,,,,,,,,,,,,"72000,0",,"74999,89",,"96633,29666666668",MOPA CENTRIF IBERIA PRONTO TURBO MATIC,"72000,0","142900,0","96633,29666666668",3,NINI,"25,491520538348606","24633,296666666676"
170459,Repuesto mopa IBERIA PRONTO turbo matic,"16490,0",,,,,,,,,,,,,"10411,43",,"11749,0","11749,0","12599,8575",REPUESTO MOPA IBERIA PRONTO TURBO MATIC,"10411,43","16490,0","12599,8575",4,NINI,"17,368668653593897","2188,4275"
170460,Repuesto antihum AIRE PUR mini 3x2,,,,"17893,99",,,,,,,,,,,,"15500,0",,"16696,995000000003",REPUESTO ANTIHUM AIRE PUR MINI 3X2,"15500,0","17893,99","16696,995000000003",2,VITAL,"7,168924707709396","1196,9950000000026"
170468,BOLIGRAFO Bic cristal precision negro,,,,,,,,,,,,,,,,"799,0",,"799,0",BOLIGRAFO BIC CRISTAL PRECISION NEGRO,"799,0","799,0","799,0",1,VITAL,"0,0","0,0"
170483,RESALTADOR BIC marking amarillo x12u,,,,,,,,,,,,,,,,"9999,0",,"9999,0",RESALTADOR BIC MARKING AMARILLO X12U,"9999,0","9999,0","9999,0",1,VITAL,"0,0","0,0"
170492,Amargo TERMA pomelo sin azucar x1.35lt,"2449,0","2449,0",,"2455,0","2600,0","1649,05",,"2650,0",,"1678,995",,"2082,0","1749,9","1622,01","2500,0","1749,0","1649,0","2038,9306666666669",AMARGO TERMA POMELO SIN AZUCAR X1.35LT,"1622,01","2500,0","1944,6616666666669",9,NINI,"16,591660760183657","322,65166666666687"
170497,Tostadas arroz RIERA dulce x150g,,,,"2897,0",,,,"3100,0",,,,,,,"2950,0","1799,0",,"2686,5",TOSTADAS ARROZ RIERA DULCE X150G,"1799,0","2950,0","2548,6666666666665",3,VITAL,"29,414072717760913","749,6666666666665"
170498,Mermelada DE LA HUERTA durazno x454gr,,,,,,,,,,,,,,,,"2475,0",,"2475,0",MERMELADA DE LA HUERTA DURAZNO X454GR,"2475,0","2475,0","2475,0",1,VITAL,"0,0","0,0"
170499,Mermelada DE LA HUERTA ciruela x454gr,,,,,,,,,,,,,,,,"2475,0",,"2475,0",MERMELADA DE LA HUERTA CIRUELA X454GR,"2475,0","2475,0","2475,0",1,VITAL,"0,0","0,0"
170500,Mermelada DE LA HUERTA mix frutal x454g,,,,,,,,,,,,,,,,"2475,0",,"2475,0",MERMELADA DE LA HUERTA MIX FRUTAL X454G,"2475,0","2475,0","2475,0",1,VITAL,"0,0","0,0"
170512,LAPICES bic evolution colores x24u,"11700,0","11699,0",,,,,,,,,,,,,,"9299,0",,"10899,333333333334",LAPICES BIC EVOLUTION COLORES X24U,"9299,0","11700,0","10499,5",2,VITAL,"11,433877803704938","1200,5"
170521,SACAPUNTAS maped boogy x3u,"679,0","679,0",,"679,0",,,,,,,,,,,,"479,0",,"629,0",SACAPUNTAS MAPED BOOGY X3U,"479,0","679,0","612,3333333333334",3,VITAL,"21,77463255307567","133,33333333333337"
170522,SACAPUNTAS maped boogy con deposito x30u,,,,,,,,,,,,,,,,"919,0",,"919,0",SACAPUNTAS MAPED BOOGY CON DEPOSITO X30U,"919,0","919,0","919,0",1,VITAL,"0,0","0,0"
170524,GOMA maped mini technic 300,,,,,,,,,,,,,,,,"499,0",,"499,0",GOMA MAPED MINI TECHNIC 300,"499,0","499,0","499,0",1,VITAL,"0,0","0,0"
170526,PLASTILINA maped color peps en barrax12u,"4315,0","4299,0",,"3822,04",,,,,,,,,,,,"4299,0",,"4183,76",PLASTILINA MAPED COLOR PEPS EN BARRAX12U,"3822,04","4315,0","4145,346666666667",3,COTO,"7,799267290873958","323,3066666666673"
170527,PLASTILINA maped color peps en barra x24,,,,,,,,,,,,,,,,"7999,0",,"7999,0",PLASTILINA MAPED COLOR PEPS EN BARRA X24,"7999,0","7999,0","7999,0",1,VITAL,"0,0","0,0"
170532,DANETTE copa car.macchiato x100gr,,,,,,,,,,,,,,,,"45,0",,"45,0",DANETTE COPA CAR.MA ML HIATO X100GR,"45,0","45,0","45,0",1,VITAL,"0,0","0,0"
170544,Vino CANCILLER blend III x1.125lt,,,,,,,,,,,,,"2199,9",,,"2815,0",,"2404,9333333333334",VINO CANCILLER BLEND III X1.125LT,"2199,9","2815,0","2507,45",2,MAXICONSUMO,"12,265448962092954","307,5499999999997"
170555,Vino CANCILLER blend x750cc,"3219,0","3219,0",,"3219,0","3410,0",,,,,,,"2414,0",,,"3350,0","1979,0","2305,0","2950,0666666666666",VINO CANCILLER BLEND X750 ML,"1979,0","3350,0","2814,4",5,VITAL,"29,683058555997725","835,4000000000001"
170568,Vodka SMIRNOFF grapefruit/lime x700cc,"11699,0","11699,0",,"11700,0","11700,0","8654,95",,"12350,0",,"7299,0",,"9944,0","8299,9","8326,73","11950,0","8299,0","7865,0","9983,583076923076",VODKA SMIRNOFF GRAPEFRUIT/LIME X700 ML,"7299,0","11950,0","9343,73111111111",9,MAKRO,"21,883454123370647","2044,7311111111103"
170569,Whisky VAT 69 apple vibe x700/750cc,,,,,,,,,,,,,,,,"7129,0",,"7129,0",WHISKY VAT 69 APPLE VIBE X700/750 ML,"7129,0","7129,0","7129,0",1,VITAL,"0,0","0,0"
170572,Antitr AXE epic fresh ae x152ml,,"4159,0",,"4159,99","4200,0",,,"4400,0",,,,,"2699,9",,,"2799,0","3219,0","3662,412857142857",ANTITR AXE EPIC FRESH AE X152ML,"2699,9","4159,99","3219,4725",4,MAXICONSUMO,"16,138435722001034","519,5724999999998"
170593,Gelatina NOEL cereza x25g,,,,,,,,,,,,,,,,"685,0",,"685,0",GELATINA NOEL CEREZA X25G,"685,0","685,0","685,0",1,VITAL,"0,0","0,0"
170594,Gelatina NOEL frutilla x25/30g,,,,,,,,,,,,,,,,"755,0",,"755,0",GELATINA NOEL FRUTILLA X25/30G,"755,0","755,0","755,0",1,VITAL,"0,0","0,0"
170595,Postre GODET de vainilla x60/70gr,,,,"1120,0",,,,,,,,,,,,"979,0",,"1049,5",POSTRE GODET DE VAINILLA X60/70GR,"979,0","1120,0","1049,5",2,VITAL,"6,717484516436397","70,5"
170596,Postre GODET de dulce de leche x60/70gr,,,,"1120,0",,,,,,,,,,,,"979,0",,"1049,5",POSTRE GODET DE DULCE DE LECHE X60/70GR,"979,0","1120,0","1049,5",2,VITAL,"6,717484516436397","70,5"
170597,Postre GODET de chocolate x60/70gr,"1119,0","1119,0",,"1120,0",,,,,,,,,,,,"979,0",,"1084,25",POSTRE GODET DE CHOCOLATE X60/70GR,"979,0","1120,0","1072,6666666666667",3,VITAL,"8,732131758856438","93,66666666666674"
170600,Gelatina BC durazno light x18g,"1039,0","1039,0",,"1050,0",,,,"1100,0",,,,"883,0","839,9",,"1050,0","839,0",,"979,9875",GELATINA BC DURAZNO LIGHT X18G,"839,0","1050,0","963,5799999999999",5,VITAL,"12,928869424438027","124,57999999999993"
170602,Gelatina BC frutilla light x18g,"1039,0","1039,0",,"1050,0",,,,"1100,0",,,,"883,0","839,9",,"1050,0","839,0",,"979,9875",GELATINA BC FRUTILLA LIGHT X18G,"839,0","1050,0","963,5799999999999",5,VITAL,"12,928869424438027","124,57999999999993"
170603,Gelatina BC cereza light x18g,"1039,0","1039,0",,"1050,0",,,,"1100,0",,,,"883,0","839,9",,"1050,0","839,0",,"979,9875",GELATINA BC CEREZA LIGHT X18G,"839,0","1050,0","963,5799999999999",5,VITAL,"12,928869424438027","124,57999999999993"
170609,BOLIGRAFO faber-c. roller borrab.mag.az,"5399,0","5399,0",,"5400,0",,,,"6169,0",,,,,,,,"4999,0",,"5473,2",BOLIGRAFO FABER-C. ROLLER BORRAB.MAG.AZ,"4999,0","5400,0","5266,0",3,VITAL,"5,070262058488416","267,0"
170612,ECOLAPICES faber-c. larg.color x12u+3grf,"3999,0",,,"3999,0",,,,"4455,0",,,,,,,,"3999,0",,"4113,0",ECOLAPICES FABER-C. LARG.COLOR X12U+3GRF,"3999,0","3999,0","3999,0",3,"CARREFOUR, COTO, VITAL","0,0","0,0"
170613,ECOLAPICES faber-c. colores x12u+6fluo,,,,,,,,,,,,,,,,"2159,0",,"2159,0",ECOLAPICES FABER-C. COLORES X12U+6FLUO,"2159,0","2159,0","2159,0",1,VITAL,"0,0","0,0"
170618,MARCADORES ESCOLARES faber-c. fiestax10u,"5505,0",,,,,,,"5505,0",,,,,,,,"5459,0",,"5489,666666666667",MARCADORES ESCOLARES FABER-C. FIESTAX10U,"5459,0","5505,0","5482,0",2,VITAL,"0,4195549069682597","23,0"
170622,SILLA tulip con almohadon,,,,,,,,,,,,,,,,"12609,0",,"12609,0",SILLA TULIP CON ALMOHADON,"12609,0","12609,0","12609,0",1,VITAL,"0,0","0,0"
170623,SILLA comedor premium gris,,,,,,,,,,,,,,,,"48709,0",,"48709,0",SILLA COMEDOR PREMIUM GRIS,"48709,0","48709,0","48709,0",1,VITAL,"0,0","0,0"
170628,SILLA eames plastico,,,,,,,,,,,,,,,,"29999,0",,"29999,0",SILLA EAMES PLASTICO,"29999,0","29999,0","29999,0",1,VITAL,"0,0","0,0"
170629,SILLA metal tolix,,,,,,,,,,,,,,,,"49999,0",,"49999,0",SILLA METAL TOLIX,"49999,0","49999,0","49999,0",1,VITAL,"0,0","0,0"
170630,BANQUETA alta metal tolix,,,,,,,,,,,,,,,,"40999,0",,"40999,0",BANQUETA ALTA METAL TOLIX,"40999,0","40999,0","40999,0",1,VITAL,"0,0","0,0"
170635,Whisky VAT 69 wild honey x700/750cc,,,,,,,,,,,,,,,,"7129,0",,"7129,0",WHISKY VAT 69 WILD HONEY X700/750 ML,"7129,0","7129,0","7129,0",1,VITAL,"0,0","0,0"
170637,PINZA nylon para comida,,,,,,,,,,,,,,,,"2399,0",,"2399,0",PINZA NYLON PARA COMIDA,"2399,0","2399,0","2399,0",1,VITAL,"0,0","0,0"
170638,PINZA nylon para comida 12 pulgadas,,,,,,,,,,,,,,,,"2599,0",,"2599,0",PINZA NYLON PARA COMIDA 12 PULGADAS,"2599,0","2599,0","2599,0",1,VITAL,"0,0","0,0"
170648,Descripción nueva,,,,,,,,,,,,,,,,"18049,0",,"18049,0",DESCRIPCIÓN NUEVA,"18049,0","18049,0","18049,0",1,VITAL,"0,0","0,0"
170654,PAVA ELECTRICA 1.8Lt 1800w,,,,,,,,,,,,,,,,"12035,0",,"12035,0",PAVA ELECTRICA 1.8LT 1800W,"12035,0","12035,0","12035,0",1,VITAL,"0,0","0,0"
170655,PARLANTE PORTABLE,,,,,,,,,,,,,,,,"21649,0",,"21649,0",PARLANTE PORTABLE,"21649,0","21649,0","21649,0",1,VITAL,"0,0","0,0"
170667,Lavavajillas MAGISTRAL limon x215/225ml,,,,,,"1602,04",,,,,,,"1299,9",,,"1649,0","1649,0","1535,84",LAVAVAJILLAS MAGISTRAL LIMON X215/225ML,"1299,9","1649,0","1549,9850000000001",4,MAXICONSUMO,"16,13467227102198","250,08500000000004"
170691,Limp cocina PROCENEX antigrasa d/p x820m,"2879,0","3139,0",,"3137,99",,,,,,,,,,,,"2299,0",,"2863,7475",LIMP COCINA PROCENEX ANTIGRASA D/P X820M,"2299,0","3137,99","2771,9966666666664",3,VITAL,"17,063392332121605","472,99666666666644"
170693,Limp PROCENEX vidrios d/p x820ml,"2879,0",,,"3137,99",,,,"3300,0",,,,,,,"3150,0","2445,0",,"2982,398",LIMP PROCENEX VIDRIOS D/P X820ML,"2445,0","3150,0","2902,9975",4,VITAL,"15,77671010739761","457,99749999999995"
