Material,Descripcion_Norm,Rubro,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,MAXI CARREFOUR,MAXICONSUMO,"Mar del Plata, EL GAUCHITO",NINI,PLAZA VEA,VITAL,YAGUAR,Unidad_Metrica,Marca_Sugerida,Nombre_Unificado,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Tipo_Ganador,Ahorro_Pct,Ahorro_Abs,Es_Bomba
152490,ANTITR REXONA MEN HOMBRE AE X150ML,ANTITRANSPIRANTES CO,"4350,71","4269,0",,"4261,0","4290,0","3304,02",,"4550,0",,"2985,0","2849,0","3199,89",,"2968,97","4260,0","3199,0","3235,0",150ML,ANTITR,ANTITR REXONA MEN HOMBRE AE X150ML,"2849,0","4550,0","3670,8915384615384",13,MAXI CARREFOUR,LISTA,"22,38942583430267","821,8915384615384",False
152491,ANTITR REXONA MEN V8 AE X150ML,ANTITRANSPIRANTES CO,"4350,71","4269,0",,"4261,0","4290,0","3304,02",,"4550,0",,"2985,0","2849,0","3199,89",,"2968,97","4260,0","3199,0","3235,0",150ML,ANTITR,ANTITR REXONA MEN V8 AE X150ML,"2849,0","4550,0","3670,8915384615384",13,MAXI CARREFOUR,LISTA,"22,38942583430267","821,8915384615384",False
152492,ANTITR REXONA MEN SENSIT AE X150ML,ANTITRANSPIRANTES CO,"4350,71","4269,0",,"4261,0","4290,0","3304,02",,"4550,0",,"2985,0","2849,0","3199,89",,"2968,97","4260,0","3199,0","3235,0",150ML,ANTITR,ANTITR REXONA MEN SENSIT AE X150ML,"2849,0","4550,0","3670,8915384615384",13,MAXI CARREFOUR,LISTA,"22,38942583430267","821,8915384615384",False
152493,ANTITR REXONA MEN XTRACOOL AE X150ML,ANTITRANSPIRANTES CO,"4350,71","4269,0",,"4261,0","4290,0","3304,02",,"4550,0",,"2985,0","2849,0","3199,89",,"2968,97","4260,0","3199,0","3235,0",150ML,ANTITR,ANTITR REXONA MEN XTRACOOL AE X150ML,"2849,0","4550,0","3670,8915384615384",13,MAXI CARREFOUR,LISTA,"22,38942583430267","821,8915384615384",False
152495,ANTITR REXONA MEN INVISIBLE AE X150ML,ANTITRANSPIRANTES CO,"4350,71","4269,0",,"4261,0","4290,0","3304,02",,"4550,0",,"2985,0","2849,0","3199,89",,"2968,97","4260,0","3199,0","3235,0",150ML,ANTITR,ANTITR REXONA MEN INVISIBLE AE X150ML,"2849,0","4550,0","3670,8915384615384",13,MAXI CARREFOUR,LISTA,"22,38942583430267","821,8915384615384",False
152507,ANTITR REXONA MEN V8 ROLL-ON X50ML,ANTITRANSPIRANTES CO,"2719,0","2719,0",,"2717,0",,"2497,02",,"2900,0",,,"2311,0",,,"2079,01","2750,0","2299,0","2239,0",50ML,ANTITR,ANTITR REXONA MEN V8 ROLL-ON X50ML,"2079,01","2900,0","2523,0029999999997",10,NINI,LISTA,"17,597799130639142","443,9929999999995",False
152508,ANTITR REXONA MEN INVISIBL ROLL-ON X50ML,ANTITRANSPIRANTES CO,"2719,0","2719,0",,"2717,0",,"2497,02",,"2900,0",,,"2311,0",,,"2079,01","2750,0","2299,0","2239,0",50ML,ANTITR,ANTITR REXONA MEN INVISIBL ROLL-ON X50ML,"2079,01","2900,0","2523,0029999999997",10,NINI,LISTA,"17,597799130639142","443,9929999999995",False
152512,ACOND SEDAL CREMA BALANCE X650ML,SHAMPOO ACONDICIONAD,"8219,0","8219,0",,"8216,0","8460,0","7631,05",,"8700,0",,"6199,0","6986,0","5999,91",,"6238,99","8250,0","6985,0",,650ML,ACOND,ACOND SEDAL CREMA BALANCE X650ML,"5999,91","8700,0","7508,662500000001",12,MAXICONSUMO,LISTA,"20,093492016720703","1508,7525000000014",False
152522,CREMA CORP NIVEA BAJO LA DUCHA X250ML,CREMAS CORPORALES,,,,,,,,,,,,,,,,"4999,0",,250ML,CREMA,CREMA CORP NIVEA BAJO LA DUCHA X250ML,"4999,0","4999,0","4999,0",1,VITAL,LISTA,"0,0","0,0",False
152529,PALITOS BROCHETTE IDEAL X25U,PALILLOS,"1800,0","1849,0",,,,,,"1800,0",,,,,,,,"1485,0","1895,0",25U,PALITOS,PALITOS BROCHETTE IDEAL,"1485,0","1895,0","1765,8",5,VITAL,LISTA,"15,902140672782872","280,79999999999995",False
152547,PALILLERO DESAFIO X 12 X 50 PALILLOS,PALILLERO,,,,,,,,,,,,,,,,"6789,0","6792,0",S/U,PALILLERO,PALILLERO DESAFIO X 12 X 50 PALILLOS,"6789,0","6792,0","6790,5",2,VITAL,LISTA,"0,02208968411751712","1,5",False
152550,LAVANDINA GEL VIM LAVANDA X700CC,LAVANDINAS EN GEL,,"3049,0",,"3042,99","3040,0","2507,12",,"3200,0",,,,"2599,9",,,"3050,0","2499,0","2607,0",700ML,LAVANDINA,LAVANDINA GEL VIM LAVANDA X700CC,"2499,0","3200,0","2843,89",9,VITAL,LISTA,"12,127402958623572","344,8899999999999",False
152561,ROLLO DE COCINA SUSSEX MAXI 3UX100P,ROLLO DE COCINA,"6999,0","6999,0",,,,"5159,02",,"7450,0",,,"5949,0",,,,,"5159,0","4444,0",3U,ROLLO,ROLLO DE COCINA SUSSEX MAXI 3UX100P,"4444,0","7450,0","6022,717142857144",7,YAGUAR,LISTA,"26,212706082826415","1578,7171428571437",True
152562,BLOQUE HARPIC POWER PLUS X50G,LIMPIEZA DE INODORO,"3575,0",,,"3500,99",,,,"3700,0",,,,"2149,89",,"2948,27",,"2725,0",,50GR,BLOQUE,BLOQUE HARPIC POWER PLUS X50G,"2149,89","3700,0","3099,8583333333336",6,MAXICONSUMO,LISTA,"30,645540253183622","949,9683333333337",True
152567,LIMPIADOR DESINF PROCENEX ORIG X900CC,LIMPIADORES DE PISO,"2790,0","3009,0","1990,0","3004,99","2790,0","1704,04",,"3200,0",,"1960,0",,,,,"3050,0","1799,0","2452,0",900ML,LIMPIADOR,LIMPIADOR DESINF PROCENEX ORIG X900CC,"1704,04","3200,0","2522,639090909091",11,DIARCO,LISTA,"32,45010726501071","818,599090909091",True
152568,LIMPIADOR DESINF PROCENEX ORIG X1.8LT,LIMPIADORES DE PISO,"5309,0","5689,0",,"5684,99",,,,"5310,0",,,"3619,0",,,,"5310,0","3619,0","4638,0",1800ML,LIMPIADOR,LIMPIADOR DESINF PROCENEX ORIG X1.8LT,"3619,0","5689,0","4897,37375",8,"MAXI CARREFOUR, VITAL",LISTA,"26,103250747403134","1278,3737499999997",True
152569,LIMPIADOR DESINF PROCENEX ORIGINAL X5LT,LIMPIADORES DE PISO,"11790,0","12709,0",,"12701,99","12590,0","10641,28",,,,,,"8499,9",,,,"9159,0","10633,0",5000ML,LIMPIADOR,LIMPIADOR DESINF PROCENEX ORIGINAL X5LT,"8499,9","12709,0","11090,52125",8,MAXICONSUMO,LISTA,"23,35887729352667","2590,62125",False
152619,JABON EN PAN ARGENTINO BLANCO 2U X200G,JABONES PARA LA ROPA,"2000,0","2009,0",,,,,,"2000,0",,"1575,0",,,,,"1900,0","1319,0","1414,0",2U,JABON,JABON EN PAN ARGENTINO BLANCO 2U X200G,"1319,0","2009,0","1745,2857142857142",7,VITAL,LISTA,"24,424981583040022","426,2857142857142",False
152635,CREMA DENT COLGATE TR ACC  XTRA BLA X90G,CREMAS DENTALES,"3990,0",,,"4005,0","3990,0",,,"4250,0",,,"3179,0",,,,,"3179,0",,90GR,CREMA,CREMA DENT COLGATE TR ACC  XTRA BLA X90G,"3179,0","4250,0","3765,5",6,"MAXI CARREFOUR, VITAL",LISTA,"15,575620767494355","586,5",False
152649,ALGODON ESTRELLA CLASICO X140GR,ALGODON,"2590,0","2599,0",,"2626,0","2690,0","1516,01",,"2800,0",,,"2202,0","1349,9",,"1474,25","2650,0","1415,0",,140GR,ALGODON,ALGODON ESTRELLA CLASICO X140GR,"1349,9","2800,0","2173,8327272727274",11,MAXICONSUMO,LISTA,"37,90230577246054","823,9327272727273",True
152654,REJILLA MEDIA NARANJA AMERICANA,TRAPOS,,,,,,,,,,,,,,,,"999,0","1009,0",S/U,REJILLA,REJILLA MEDIA NARANJA AMERICANA,"999,0","1009,0","1004,0",2,VITAL,LISTA,"0,49800796812749004","5,0",False
152655,REJILLA MEDIA NARANJA LAVACOCHES,TRAPOS,,,,"4078,99",,,,,,,,,,,,"2599,0","2609,0",S/U,REJILLA,REJILLA MEDIA NARANJA LAVACOCHES,"2599,0","4078,99","3095,6633333333334",3,VITAL,LISTA,"16,043841976786883","496,6633333333334",False
152656,ARVEJA S&P SECA REMOJADA LATA X300/350G,CONSERVAS VEGETALES,"629,0",,,,"640,0","439,05",,,,,"659,0","499,9",,,,"499,0",,350GR,ARVEJA,ARVEJA S&P SECA REMOJADA LATA X300/350G,"439,05","659,0","560,9916666666667",6,DIARCO,OFERTA,"21,736805359556737","121,94166666666666",False
152657,GARBANZO S&P SECO REMOJ.LATA X300/350G,CONSERVAS VEGETALES,"1090,0",,,,"1090,0","777,0",,,,,"1090,0",,,,,"665,0",,350GR,GARBANZO,GARBANZO S&P SECO REMOJ.LATA X300/350G,"665,0","1090,0","942,4",5,VITAL,LISTA,"29,435483870967737","277,4",True
152660,POROTO S&P ALUBIA LATA X300/350G,CONSERVAS VEGETALES,,,,,,"772,04",,,,,,,,,,"769,0",,350GR,POROTO,POROTO S&P ALUBIA LATA X300/350G,"769,0","772,04","770,52",2,VITAL,LISTA,"0,19726937652494184","1,5199999999999818",False
152671,COLADOR ILKO METALICO 10CM,ACCESORIOS DE COCINA,,,,"3999,0",,,,,,,,,,,,"2809,0","2780,0",S/U,COLADOR,COLADOR ILKO METALICO 10CM,"2780,0","3999,0","3196,0",3,YAGUAR,LISTA,"13,016270337922403","416,0",False
152702,AZUCAR CHANGO SOBRE X1000U,AZUCAR,,,,,,"21666,38",,,,,,,,,,"18169,0",,1000U,AZUCAR,AZUCAR CHANGO SOBRE,"18169,0","21666,38","19917,690000000002",2,VITAL,LISTA,"8,779582371248885","1748,6900000000023",False
152714,QUESO CREMOSO LA PAULINA D.CREMA XKG,QUESO CREMOSO,,,,,,,,,,,,,,,,"8399,0",,S/U,QUESO,QUESO CREMOSO LA PAULINA D.CREMA XKG,"8399,0","8399,0","8399,0",1,VITAL,LISTA,"0,0","0,0",False
152737,ARVEJA BONMAR SECA REMO. LATAX300/350G,ARVEJAS,,,,,,,,,,,,,,,,"469,0",,350GR,ARVEJA,ARVEJA BONMAR SECA REMO. LATAX300/350G,"469,0","469,0","469,0",1,VITAL,LISTA,"0,0","0,0",False
152743,ATUN S&P TROZOS ACEITE ABRE FACIL X170G,ATUN TROZOS,,,,,,,,,,,,,,,,"2429,0",,170GR,ATUN,ATUN S&P TROZOS ACEITE ABRE FACIL X170G,"2429,0","2429,0","2429,0",1,VITAL,LISTA,"0,0","0,0",False
152744,ATUN S&P TROZOS NATURAL ABRE FACIL X170G,ATUN EN TROZOS,,,,,,,,,,,,,,,,"2429,0",,170GR,ATUN,ATUN S&P TROZOS NATURAL ABRE FACIL X170G,"2429,0","2429,0","2429,0",1,VITAL,LISTA,"0,0","0,0",False
152746,GASEOSA SPRITE PET X3LT,GASEOSA GRANDE,,,,,"5700,0",,,,,,,,,,,"3319,0",,3000ML,GASEOSA,GASEOSA SPRITE PET X3LT,"3319,0","5700,0","4509,5",2,VITAL,LISTA,"26,399822596740215","1190,5",False
152747,PURE DE TOMATE BONMAR T/B X520GR,LINEA ROJA,"839,0",,,,,,,,,,"839,0",,,,,"619,0",,520GR,PURE,PURE DE TOMATE BONMAR T/B X520GR,"619,0","839,0","765,6666666666666",3,VITAL,LISTA,"19,155420113191116","146,66666666666663",False
152750,AGUA SAB. LEVITE CERO POMELO X1.5LT,AGUAS Y SODAS,"2400,0","2499,0",,"2400,0","2399,0",,,"2400,0",,,,,,"2038,96","2400,0","2089,0",,1500ML,AGUA,AGUA SAB. LEVITE CERO POMELO X1.5LT,"2038,96","2499,0","2328,245",8,NINI,LISTA,"12,425023998763011","289,28499999999985",False
152773,ANTITR DOVE MEN INV DRY AE X150ML,ANTITRANSPIRANTES CO,"5065,0","5069,0",,"5066,0","5190,0","3899,04",,"5065,0","4132,94",,"4305,0","3699,9",,"3638,94","5100,0","3699,0","3839,0",150ML,ANTITR,ANTITR DOVE MEN INV DRY AE X150ML,"3638,94","5190,0","4443,755384615384",13,NINI,LISTA,"18,111154079311287","804,8153846153841",False
152775,BOCADITOS DE CARNE SWIFT X380G,REBOZADOS,"7449,0","7449,0",,,,,,"7850,0",,,,,,,"7450,0","6479,0",,380GR,BOCADITOS,BOCADITOS DE CARNE SWIFT X380G,"6479,0","7850,0","7335,4",5,VITAL,LISTA,"11,674891621452131","856,3999999999996",False
152776,CRUNCHIES DE POLLO SWIFT X380G,REBOZADOS,"7225,0",,,"7225,0",,,,"7600,0",,,,"5999,91",,,"7250,0","6199,0","6215,0",380GR,CRUNCHIES,CRUNCHIES DE POLLO SWIFT X380G,"5999,91","7600,0","6816,272857142858",7,MAXICONSUMO,LISTA,"11,976675145675559","816,362857142858",False
152819,YERBA ROSAMONTE PLUS 55 ANIVER. X500GR,YERBAS,"2205,0","2439,0",,"2315,0","2205,0","1839,92",,"2550,0",,"2075,0","1874,0","1499,9",,"1519,02","2450,0","1499,0","1799,0",500GR,YERBA,YERBA ROSAMONTE PLUS 55 ANIVER. X500GR,"1499,0","2550,0","2020,7569230769232",13,VITAL,LISTA,"25,819875568332357","521,7569230769232",True
152821,YERBA ROSAMONTE PLUS SUAVE 55 ANI.X500GR,YERBAS,"2205,0","2439,0",,"2315,0","2205,0","1839,92",,"2550,0",,"2075,0","1874,0","1499,9",,"1519,02","2450,0","1499,0","1799,0",500GR,YERBA,YERBA ROSAMONTE PLUS SUAVE 55 ANI.X500GR,"1499,0","2550,0","2020,7569230769232",13,VITAL,LISTA,"25,819875568332357","521,7569230769232",True
152849,ESPONJA MORTIMER CUADRICULADA ABRASIVA,ESPONJAS,,"1369,0",,,,,,"1500,0",,,,,,"1149,0","1400,0","1149,0",,S/U,ESPONJA,ESPONJA MORTIMER CUADRICULADA ABRASIVA,"1149,0","1500,0","1313,4",5,"NINI, VITAL",LISTA,"12,517131110095942","164,4000000000001",False
152853,BLOQUE ADH PATO CITRUS 3U X8.2G,LIMPIEZA DE INODORO,"2425,0",,,,,,,,,,"1695,0","1979,9",,"1844,27",,"2109,0","2200,0",3U,BLOQUE,BLOQUE ADH PATO CITRUS 3U X8.2G,"1695,0","2425,0","2042,195",6,MAXI CARREFOUR,LISTA,"17,001069927210672","347,19499999999994",False
152878,SARTEN ANTIADHERENTE ILKO 26CM,COCCION EN HORNALLA,,,,,,,,,,,,,,"23577,44",,"26519,0",,S/U,SARTEN,SARTEN ANTIADHERENTE ILKO 26CM,"23577,44","26519,0","25048,22",2,NINI,LISTA,"5,871794482801581","1470,7800000000025",False
152879,TOSTADOR ILKO ESTAÑ.C/DIF.MANGO PL.,COCCION EN HORNALLA,,,,"7099,0",,,,,,,,,,"6599,09","7951,0","4419,0",,S/U,TOSTADOR,TOSTADOR ILKO ESTAÑ.C/DIF.MANGO PL.,"4419,0","7951,0","6517,0225",4,VITAL,LISTA,"32,19296081914709","2098,0225",True
152883,PELADOR ILKO VERDURAS MANGO PLASTICO,UTENSILOS DE COCINA,,,,"2999,0",,,,,,,,,,"2798,96",,"2169,0",,S/U,PELADOR,PELADOR ILKO VERDURAS MANGO PLASTICO,"2169,0","2999,0","2655,653333333333",3,VITAL,LISTA,"18,325183005814008","486,6533333333332",False
152894,PRESERVATIVO TULIPAN SUPERFINO 12X3U,BIENESTAR SEXUAL,,,,,,,,,,,,,,,,"22919,0","22920,0",3U,PRESERVATIVO,PRESERVATIVO TULIPAN SUPERFINO 12,"22919,0","22920,0","22919,5",2,VITAL,LISTA,"0,0021815484630991074","0,5",False
152903,LIMP AHESIVO GLADE LAVANDA 3X8.2G,LIMPIEZA DE INODORO,,,,,,,,,,,,"1979,9",,,,"1409,0",,8GR,LIMP,LIMP AHESIVO GLADE LAVANDA 3X8.2G,"1409,0","1979,9","1694,45",2,VITAL,LISTA,"16,846174274838447","285,45000000000005",False
152920,SHAMPOO TRESEMME LISO EFECT BOTOX X880ML,SHAMPOO ACONDICIONAD,"12449,0","14319,0",,"12447,0",,"12850,99",,"15050,0",,"10299,0","10582,0",,,"11109,0","14350,0","10699,0","10669,0",880ML,SHAMPOO,SHAMPOO TRESEMME LISO EFECT BOTOX X880ML,"10299,0","15050,0","12256,726363636362",11,MAKRO,OFERTA,"15,972669255671773","1957,7263636363623",False
152927,ACOND TRESEMME LISO EFECT BOTOX X880ML,SHAMPOO ACONDICIONAD,"12449,0","14319,0",,"12447,0",,"12850,99",,"15050,0",,"10299,0","10582,0",,,"11109,0","14350,0","10699,0","10669,0",880ML,ACOND,ACOND TRESEMME LISO EFECT BOTOX X880ML,"10299,0","15050,0","12256,726363636362",11,MAKRO,OFERTA,"15,972669255671773","1957,7263636363623",False
152933,PAPEL HIG HIGIENOL DUO D/H 4X50MT,HOJA DOBLE,,,,"9415,99",,,,,,,,,,,,"5249,0",,S/U,PAPEL,PAPEL HIG HIGIENOL DUO D/H 4X50MT,"5249,0","9415,99","7332,495",2,VITAL,LISTA,"28,41454375352455","2083,495",False
152952,SHAMPOO TRESEMME KERAT ANTIFRIZZ X500ML,SHAMPOO ACONDICIONAD,"9185,0","9189,0",,"9185,0","9450,0","8247,0",,"9650,0",,,"7807,0","6399,9",,,"9200,0","6999,0",,500ML,SHAMPOO,SHAMPOO TRESEMME KERAT ANTIFRIZZ X500ML,"6399,9","9650,0","8531,189999999999",10,MAXICONSUMO,OFERTA,"24,982329546053943","2131,289999999999",False
152955,SHAMPOO TRESEMME KERAT ANTIFRIZZ X880ML,SHAMPOO ACONDICIONAD,"12449,0","14319,0",,"12447,0",,"12850,99",,"15050,0",,"10299,0","10582,0",,,"11109,0","14350,0","10699,0","10669,0",880ML,SHAMPOO,SHAMPOO TRESEMME KERAT ANTIFRIZZ X880ML,"10299,0","15050,0","12256,726363636362",11,MAKRO,OFERTA,"15,972669255671773","1957,7263636363623",False
152958,ACOND TRESEMME KERAT ANTIFRIZZ X880ML,SHAMPOO ACONDICIONAD,"12449,0","14319,0",,"12447,0",,"12850,99",,"15050,0",,"10299,0","10582,0",,,"11109,0","14350,0","10699,0","10669,0",880ML,ACOND,ACOND TRESEMME KERAT ANTIFRIZZ X880ML,"10299,0","15050,0","12256,726363636362",11,MAKRO,OFERTA,"15,972669255671773","1957,7263636363623",False
152965,ACOND TRESEMME KERAT ANTIFRIZZ X500ML,SHAMPOO ACONDICIONAD,"9185,0","9189,0",,"9185,0","9450,0","8247,0",,"9650,0",,,"7807,0","6399,9",,,"9200,0","6999,0",,500ML,ACOND,ACOND TRESEMME KERAT ANTIFRIZZ X500ML,"6399,9","9650,0","8531,189999999999",10,MAXICONSUMO,OFERTA,"24,982329546053943","2131,289999999999",False
152980,JUGO BAGGIO FRESH MANZANA X200CC,JUGOS DE FRUTAS,,,,,,,,,,,,"429,89",,"429,05",,"429,0","500,0",200ML,JUGO,JUGO BAGGIO FRESH MANZANA X200CC,"429,0","500,0","446,985",4,VITAL,LISTA,"4,0236249538575155","17,985000000000014",False
152981,JUGO BAGGIO FRESH NARANJA DULCE X200CC,JUGOS DE FRUTAS,,,,,,,,,,,,"429,89",,"429,05",,"429,0","500,0",200ML,JUGO,JUGO BAGGIO FRESH NARANJA DULCE X200CC,"429,0","500,0","446,985",4,VITAL,LISTA,"4,0236249538575155","17,985000000000014",False
152982,JUGO BAGGIO FRESH MULTIFRUTA X200CC,JUGOS DE FRUTAS,,,,,,,,,,,,"429,89",,"429,05",,"429,0","500,0",200ML,JUGO,JUGO BAGGIO FRESH MULTIFRUTA X200CC,"429,0","500,0","446,985",4,VITAL,LISTA,"4,0236249538575155","17,985000000000014",False
152986,HARINA PUREZA C/LEVADURA P/CASERO X1KG,HARINAS,"1980,0",,,"1984,81",,,,"2100,0",,,"1319,0",,,,,"1449,0",,1000GR,HARINA,HARINA PUREZA C/LEVADURA P/CASERO X1KG,"1319,0","2100,0","1766,562",5,MAXI CARREFOUR,LISTA,"25,33519910424881","447,5619999999999",True
152992,VINO DADA N1 VAINILLA X750CC,VINOS,"7019,0","7229,0",,"7088,0","7230,0","4829,96",,"7600,0",,"4020,0","5264,0","3699,9",,"4836,72","7250,0","3999,9","7355,0",750ML,VINO,VINO DADA N1 VAINILLA X750CC,"3699,9","7600,0","5955,498461538462",13,MAXICONSUMO,OFERTA,"37,874217852719944","2255,598461538462",True
152993,VINO DADA N2 MOKKA X750CC,VINOS,"7019,0","7229,0",,"7088,0","7230,0","4829,96",,"7600,0",,"4020,0","5264,0","3699,9",,"4836,72","7250,0","3999,9","7355,0",750ML,VINO,VINO DADA N2 MOKKA X750CC,"3699,9","7600,0","5955,498461538462",13,MAXICONSUMO,OFERTA,"37,874217852719944","2255,598461538462",True
152994,VINO DADA N3 ESPECIAS X750CC,VINOS,"7019,0","7229,0",,"7088,0","7230,0","4829,96",,"7600,0",,"4020,0","5264,0","3699,9",,"4836,72","7250,0","3999,9","7355,0",750ML,VINO,VINO DADA N3 ESPECIAS X750CC,"3699,9","7600,0","5955,498461538462",13,MAXICONSUMO,OFERTA,"37,874217852719944","2255,598461538462",True
152999,SODA CORDOBA SIFON X2LT,AGUAS Y SODAS,,,,,,,,,,,,"1469,9",,,,"1505,0",,2000ML,SODA,SODA CORDOBA SIFON X2LT,"1469,9","1505,0","1487,45",2,MAXICONSUMO,LISTA,"1,1798715923224279","17,549999999999955",False
153016,GOMITAS MOGUL EUCALIPTUS X1KG,"CARAMELOS, GOMITAS Y",,,,"15922,0",,"10128,0",,,,,,"9899,89",,"11182,93",,"9899,0",,1000GR,GOMITAS,GOMITAS MOGUL EUCALIPTUS X1KG,"9899,0","15922,0","11406,364",5,VITAL,LISTA,"13,215113948669355","1507,3639999999996",False
153019,LUBRICANTE WD-40 AEROSOL X155GR,LUBRICANTES,"7236,0","7399,0",,"7236,0",,"6399,02",,,,,,"5999,89",,,,"5589,0",,155GR,LUBRICANTE,LUBRICANTE WD-40 AEROSOL X155GR,"5589,0","7399,0","6643,151666666668",6,VITAL,LISTA,"15,868246271661729","1054,1516666666676",False
153034,MALTA MALTIFE DOY PACK X115GRS,MALTAS,"3445,0",,,"3525,0",,,,"3850,0",,,,,,,"3650,0","2319,0",,115GR,MALTA,MALTA MALTIFE DOY PACK X115GRS,"2319,0","3850,0","3357,8",5,VITAL,LISTA,"30,93692298528799","1038,8000000000002",True
153039,CARAMELOS CLIGHT FRAMBUESA X26.5G,CAFES,,,,,,,,,,,,,,"579,0",,"609,0",,26GR,CARAMELOS,CARAMELOS CLIGHT FRAMBUESA X26.5G,"579,0","609,0","594,0",2,NINI,OFERTA,"2,525252525252525","15,0",False
153054,POSTRE ROYAL DE DULCE DE LECHE X75GR,PREMEZCLAS DE POSTRE,,"1399,0",,"1400,0",,,,"1500,0",,,,,,"1376,61","1450,0","1189,0","1199,0",75GR,POSTRE,POSTRE ROYAL DE DULCE DE LECHE X75GR,"1189,0","1500,0","1359,087142857143",7,VITAL,LISTA,"12,514807733342026","170,0871428571429",False
153066,BOLSA DE RESIDUOS BONUX 45X60CMX10U,BOLSA RESIDUOS,,,,,,,,,,,,"429,9",,,,"949,0",,10U,BOLSA,BOLSA DE RESIDUOS BONUX 45X60CM,"429,9","949,0","689,45",2,MAXICONSUMO,OFERTA,"37,64594967002684","259,55000000000007",False
153067,BOLSA DE RESIDUOS BONUX 50X70CMX10U,BOLSA RESIDUOS,,,,,,,,,,,,,,,,"1549,0",,10U,BOLSA,BOLSA DE RESIDUOS BONUX 50X70CM,"1549,0","1549,0","1549,0",1,VITAL,LISTA,"0,0","0,0",False
153068,BOLSA DE CONSORCIO BONUX 60X100CM X10U,BOLSA RESIDUOS,,,,,,,,,,,,,,,,"3599,0",,10U,BOLSA,BOLSA DE CONSORCIO BONUX 60X100CM,"3599,0","3599,0","3599,0",1,VITAL,LISTA,"0,0","0,0",False
153078,PAPAS FRITAS S&P X500G,PAPAS FRITAS,,,,,,,,,,,,,,,,"6399,0",,500GR,PAPAS,PAPAS FRITAS S&P X500G,"6399,0","6399,0","6399,0",1,VITAL,LISTA,"0,0","0,0",False
153079,PALITOS SALADOS S&P X700G,PALITOS,,,,,,,,,,,,"6100,74",,,,"5799,0",,700GR,PALITOS,PALITOS SALADOS S&P X700G,"5799,0","6100,74","5949,87",2,VITAL,LISTA,"2,5356856536361283","150,8699999999999",False
153080,PALITOS DE MAIZ S&P X350G,BASTONES DE MAIZ,,,,,,,,,,,,,,,,"3599,0",,350GR,PALITOS,PALITOS DE MAIZ S&P X350G,"3599,0","3599,0","3599,0",1,VITAL,LISTA,"0,0","0,0",False
153091,LIMPIADOR BONUX LAVANDA X900CC,LIMPIADORES DE PISO,"1390,0",,,,,"1058,69",,,,,"1390,0","729,9",,,,"899,0",,900ML,LIMPIADOR,LIMPIADOR BONUX LAVANDA X900CC,"729,9","1390,0","1093,518",5,MAXICONSUMO,OFERTA,"33,25212753699528","363,61800000000005",True
153092,LIMPIADOR BONUX LIMON INTENSO X900CC,LIMPIADORES DE PISO,"1390,0",,,,,"1058,69",,,,,"1390,0","729,9",,,,"899,0",,900ML,LIMPIADOR,LIMPIADOR BONUX LIMON INTENSO X900CC,"729,9","1390,0","1093,518",5,MAXICONSUMO,OFERTA,"33,25212753699528","363,61800000000005",True
153093,LIMPIADOR BONUX BOSQUE/PINO X900CC,LIMPIADORES DE PISO,"1390,0",,,,,"1058,69",,,,,"1390,0","729,9",,,,"899,0",,900ML,LIMPIADOR,LIMPIADOR BONUX BOSQUE/PINO X900CC,"729,9","1390,0","1093,518",5,MAXICONSUMO,OFERTA,"33,25212753699528","363,61800000000005",True
153094,LIMPIADOR BONUX BRISA MARINA X900CC,LIMPIADORES DE PISO,"1390,0",,,,,"1058,69",,,,,"1390,0","729,9",,,,"899,0",,900ML,LIMPIADOR,LIMPIADOR BONUX BRISA MARINA X900CC,"729,9","1390,0","1093,518",5,MAXICONSUMO,OFERTA,"33,25212753699528","363,61800000000005",True
153095,LAVAVAJILLA BONUX ALOE CREMOSO X750CC,LAVAVAJILLA,"1690,0",,,,,"1530,65",,,,"879,0","1260,0","979,89",,,,"1199,0",,750ML,LAVAVAJILLA,LAVAVAJILLA BONUX ALOE CREMOSO X750CC,"879,0","1690,0","1256,4233333333332",6,MAKRO,OFERTA,"30,03950367047199","377,4233333333332",True
153096,LAVAVAJILLA BONUX COLAGENO CREMOSOX750CC,LAVAVAJILLA,"1690,0",,,,,"1530,65",,,,"879,0","1260,0","979,89",,,,"1199,0",,750ML,LAVAVAJILLA,LAVAVAJILLA BONUX COLAGENO CREMOSOX750CC,"879,0","1690,0","1256,4233333333332",6,MAKRO,OFERTA,"30,03950367047199","377,4233333333332",True
153097,LAVAVAJILLA BONUX GLICERINA CREM.X750CC,LAVAVAJILLA,"1690,0",,,,,"1530,65",,,,"879,0","1260,0","979,89",,,,"1199,0",,750ML,LAVAVAJILLA,LAVAVAJILLA BONUX GLICERINA CREM.X750CC,"879,0","1690,0","1256,4233333333332",6,MAKRO,OFERTA,"30,03950367047199","377,4233333333332",True
153098,LAVAVAJILLA BONUX CRISTAL LIMON X750CC,LAVAVAJILLA,"1690,0",,,,,"1530,65",,,,"879,0","1260,0","979,89",,,,"1199,0",,750ML,LAVAVAJILLA,LAVAVAJILLA BONUX CRISTAL LIMON X750CC,"879,0","1690,0","1256,4233333333332",6,MAKRO,OFERTA,"30,03950367047199","377,4233333333332",True
