Material,Descripcion_Norm,Rubro,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,MAXI CARREFOUR,MAXICONSUMO,"Mar del Plata, EL GAUCHITO",NINI,PLAZA VEA,VITAL,YAGUAR,Unidad_Metrica,Marca_Sugerida,Nombre_Unificado,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Tipo_Ganador,Ahorro_Pct,Ahorro_Abs,Es_Bomba
189039,BATERIA COCINA TRAMONTINA X10 PZAS,S/D,,,,,,,,,,,,,,,,"129999,0",,S/U,BATERIA,BATERIA COCINA TRAMONTINA X10 PZAS,"129999,0","129999,0","129999,0",1,VITAL,LISTA,"0,0","0,0",False
189040,ASADERA TRAMONTINA X34CM,COCCION EN HORNO,,,,"29999,0",,,,,,,,,,,,"16999,0",,S/U,ASADERA,ASADERA TRAMONTINA X34CM,"16999,0","29999,0","23499,0",2,VITAL,LISTA,"27,660751521341332","6500,0",False
189041,SARTEN TRAMONTINA LORETO X20CM,S/D,,,,,,,,,,,,,,,,"9999,0",,S/U,SARTEN,SARTEN TRAMONTINA LORETO X20CM,"9999,0","9999,0","9999,0",1,VITAL,LISTA,"0,0","0,0",False
189042,CACEROLA TRAMONTINA LORETO X24CM,COCCION EN HORNALLA,"72989,0",,,,,,,,,,,,,,,"36999,0",,S/U,CACEROLA,CACEROLA TRAMONTINA LORETO X24CM,"36999,0","72989,0","54994,0",2,VITAL,LISTA,"32,72175146379605","17995,0",False
189043,OLLA TRAMONTINA LORETO X20CM,S/D,,,,,,,,,,,,,,,,"24999,0",,S/U,OLLA,OLLA TRAMONTINA LORETO X20CM,"24999,0","24999,0","24999,0",1,VITAL,LISTA,"0,0","0,0",False
189044,HERVIDOR TRAMONTINA,S/D,,,,,,,,,,,,,,,,"14999,0",,S/U,HERVIDOR,HERVIDOR TRAMONTINA,"14999,0","14999,0","14999,0",1,VITAL,LISTA,"0,0","0,0",False
189046,ASADERA TRAMONTINA P/PIZZA,COCCION EN HORNO,"20223,0",,,,,,,,,,,,,,,"16999,0",,S/U,ASADERA,ASADERA TRAMONTINA P/PIZZA,"16999,0","20223,0","18611,0",2,VITAL,LISTA,"8,661544248025361","1612,0",False
189047,SET VTL CEPILLO ELECTRICO ALISADOR,SET PELO,,,,,,,,,,,,,,,,"49999,0",,S/U,SET,SET VTL CEPILLO ELECTRICO ALISADOR,"49999,0","49999,0","49999,0",1,VITAL,LISTA,"0,0","0,0",False
189048,FALDA SENDERO DE RAZA XKG,ASADO,,,,,,,,,,,,,,,,"10999,0",,S/U,FALDA,FALDA SENDERO DE RAZA XKG,"10999,0","10999,0","10999,0",1,VITAL,LISTA,"0,0","0,0",False
189049,YOGUR GRIEGO YOGURISIMO NAT S/END X190G,YOGURES,"2575,0","2579,0",,"2575,0","2575,0","2566,41",,,,,,,,,,"2319,0",,190GR,YOGUR,YOGUR GRIEGO YOGURISIMO NAT S/END X190G,"2319,0","2579,0","2531,568333333333",6,VITAL,LISTA,"8,396705336151959","212,56833333333316",False
189050,YOGUR GRIEGO YOGURISIMO NAT ENDUL X190G,YOGURES,"2575,0","2579,0",,"2575,0","2575,0",,,"2800,0",,,,,,,"2600,0","2319,0",,190GR,YOGUR,YOGUR GRIEGO YOGURISIMO NAT ENDUL X190G,"2319,0","2800,0","2574,714285714286",7,VITAL,LISTA,"9,931753870054932","255,71428571428578",False
189051,YOGUR GRIEGO YOGURISIMO C/CEREAL X168G,YOGURES,"3375,0","3375,0",,"3375,0","3375,0","3926,93",,"3600,0",,,,,,,"3400,0","3039,0",,168GR,YOGUR,YOGUR GRIEGO YOGURISIMO C/CEREAL X168G,"3039,0","3926,93","3433,24125",8,VITAL,LISTA,"11,483062834573598","394,24125000000004",False
189052,YOGUR GRIEGO YOGURISIMO C/GRANOLAL X168G,YOGURES,"3375,0","3375,0",,"3375,0","3375,0",,,"3600,0",,,,,,,"3400,0","3039,0",,168GR,YOGUR,YOGUR GRIEGO YOGURISIMO C/GRANOLAL X168G,"3039,0","3600,0","3362,714285714286",7,VITAL,LISTA,"9,626577169803308","323,7142857142858",False
189053,YOGUR GRIEGO YOGURISIMO C/FRUTILA X125G,YOGURES,"2775,0","2775,0",,"2775,0","2765,0",,,"3000,0",,,,,,,"2800,0","2499,0",,125GR,YOGUR,YOGUR GRIEGO YOGURISIMO C/FRUTILA X125G,"2499,0","3000,0","2769,8571428571427",7,VITAL,LISTA,"9,778740522976939","270,85714285714266",False
189054,YOGUR GRIEGO YOGURISIMO C/ARANDANO X125G,YOGURES,"2775,0","2775,0",,"2775,0","2765,0",,,"3000,0",,,,,,,,"2499,0",,125GR,YOGUR,YOGUR GRIEGO YOGURISIMO C/ARANDANO X125G,"2499,0","3000,0","2764,8333333333335",6,VITAL,LISTA,"9,614804991259273","265,8333333333335",False
189055,YOGUR GRIEGO YOGURISIMO NAT ENDUL X300G,YOGURES,"4065,0","4065,0",,"4065,0","4065,0",,,"4300,0",,,,,,,"4100,0","3659,0",,300GR,YOGUR,YOGUR GRIEGO YOGURISIMO NAT ENDUL X300G,"3659,0","4300,0","4045,5714285714284",7,VITAL,LISTA,"9,5554221547371","386,57142857142844",False
189056,YOGUR GRIEGO YOGURISIMO NAT S/END X300G,YOGURES,"4065,0","4065,0",,"4065,0","4065,0",,,"4300,0",,,,,,,"4100,0","3659,0",,300GR,YOGUR,YOGUR GRIEGO YOGURISIMO NAT S/END X300G,"3659,0","4300,0","4045,5714285714284",7,VITAL,LISTA,"9,5554221547371","386,57142857142844",False
189057,SALSA DE SOJA DOS ANCLAS SUAVE X500CC,VINAGRES,"6519,0",,,"6518,0",,,,,,,,,,,,"5639,0",,500ML,SALSA,SALSA DE SOJA DOS ANCLAS SUAVE X500CC,"5639,0","6519,0","6225,333333333333",3,VITAL,LISTA,"9,418505033197683","586,333333333333",False
189058,DEO LAS PEPAS HERA AER X123ML,DESODORANTE CORPORAL,,"4299,0",,,,,,,,,,,,,,"3315,0",,123ML,DEO,DEO LAS PEPAS HERA AER X123ML,"3315,0","4299,0","3807,0",2,VITAL,LISTA,"12,923561859732072","492,0",False
189059,MATAMBRE SENDERO DE RAZA FRESCO XKG,S/D,,,,,,,,,,,,,,,,"12999,0",,S/U,MATAMBRE,MATAMBRE SENDERO DE RAZA FRESCO XKG,"12999,0","12999,0","12999,0",1,VITAL,LISTA,"0,0","0,0",False
189060,VACIO SENDERO DE RAZA XKG,CARNES VACUNAS,,,,,,,,,,"13899,0",,,,,,"14999,0",,S/U,VACIO,VACIO SENDERO DE RAZA XKG,"13899,0","14999,0","14449,0",2,MAKRO,OFERTA,"3,8064917987403977","550,0",False
189061,ENTRAÑA SENDERO DE RAZA XKG,ASADO,,,,,,,,,,,,,,,,"14999,0",,S/U,ENTRAÑA,ENTRAÑA SENDERO DE RAZA XKG,"14999,0","14999,0","14999,0",1,VITAL,LISTA,"0,0","0,0",False
189062,ASADO SENDERO DE RAZA DE NOVILLO XKG,S/D,,,,,,,,,,,,,,,,"16999,0",,S/U,ASADO,ASADO SENDERO DE RAZA DE NOVILLO XKG,"16999,0","16999,0","16999,0",1,VITAL,LISTA,"0,0","0,0",False
189063,PAN DULCE NEVARES C/FRUTA X400G,SIN SURTIDO PARCIAL,,,,,,,,,,,,,,,,"1699,0",,400GR,PAN,PAN DULCE NEVARES C/FRUTA X400G,"1699,0","1699,0","1699,0",1,VITAL,LISTA,"0,0","0,0",False
189064,PAN DULCE BUON NATALE C/FRUTAS X400G,SIN SURTIDO PARCIAL,,,,,,,,,,,,,,,,"1699,0",,400GR,PAN,PAN DULCE BUON NATALE C/FRUTAS X400G,"1699,0","1699,0","1699,0",1,VITAL,LISTA,"0,0","0,0",False
189065,BUDIN BUON NATALE C/FRUTAS X170G,SIN SURTIDO PARCIAL,,,,,,,,,,,,,,,,"729,0",,170GR,BUDIN,BUDIN BUON NATALE C/FRUTAS X170G,"729,0","729,0","729,0",1,VITAL,LISTA,"0,0","0,0",False
189066,BUDIN BUON NATALE VAINILLA X170G,SIN SURTIDO PARCIAL,,,,,,,,,,,,,,,,"729,0",,170GR,BUDIN,BUDIN BUON NATALE VAINILLA X170G,"729,0","729,0","729,0",1,VITAL,LISTA,"0,0","0,0",False
189067,BUDIN BUON NATALE MARMOLADO X170G,SIN SURTIDO PARCIAL,,,,,,,,,,,,,,,,"729,0",,170GR,BUDIN,BUDIN BUON NATALE MARMOLADO X170G,"729,0","729,0","729,0",1,VITAL,LISTA,"0,0","0,0",False
189068,CUBIERTOS TRAMONTINA ACER INOX X24 PZAS,S/D,,,,,,,,,,,,,,,,"24999,0",,S/U,CUBIERTOS,CUBIERTOS TRAMONTINA ACER INOX X24 PZAS,"24999,0","24999,0","24999,0",1,VITAL,LISTA,"0,0","0,0",False
189069,CUCHILLAS TRAMONTINA CHEF X3 PZAS,S/D,,,,,,,,,,,,,,,,"7499,0",,S/U,CUCHILLAS,CUCHILLAS TRAMONTINA CHEF X3 PZAS,"7499,0","7499,0","7499,0",1,VITAL,LISTA,"0,0","0,0",False
189070,PERFUME LAS PEPAS HERA EDP C/VAP X100ML,S/D,,,,,,,,,,,,,,,,"27999,0",,100ML,PERFUME,PERFUME LAS PEPAS HERA EDP C/VAP X100ML,"27999,0","27999,0","27999,0",1,VITAL,LISTA,"0,0","0,0",False
189071,PERFUME ANA GLAM EDP C/VAP X75ML,S/D,,,,,,,,,,,,,,,,"24999,0",,75ML,PERFUME,PERFUME ANA GLAM EDP C/VAP X75ML,"24999,0","24999,0","24999,0",1,VITAL,LISTA,"0,0","0,0",False
189072,MAYONESA TAU C/ACEITE DE OLIVA X290GR,ADEREZOS,,,,"4243,0",,,,"4500,0",,,,,,,"4250,0","3525,0",,290GR,MAYONESA,MAYONESA TAU C/ACEITE DE OLIVA X290GR,"3525,0","4500,0","4129,5",4,VITAL,LISTA,"14,638576098801307","604,5",False
189073,ESPUMANTE AZABACHE EXTRA DULCE X750ML,CHAMPAGNE EXTRABRUT,,,,,,,,,,,,,,,,"4399,0",,750ML,ESPUMANTE,ESPUMANTE AZABACHE EXTRA DULCE X750ML,"4399,0","4399,0","4399,0",1,VITAL,LISTA,"0,0","0,0",False
189074,SALSA GUACAMOLE TAU X290GR,SALSAS FRIAS,"4745,0","4749,0",,"4744,0","4745,0","4007,88",,"5000,0",,,,,,,,"3999,0",,290GR,SALSA,SALSA GUACAMOLE TAU X290GR,"3999,0","5000,0","4569,982857142857",7,VITAL,LISTA,"12,494201291158328","570,982857142857",False
189079,DEO ANA GLAM AER X123ML,DESODORANTE CORPORAL,,"3200,0",,,,,,,,,,,,,,"3315,0",,123ML,DEO,DEO ANA GLAM AER X123ML,"3200,0","3315,0","3257,5",2,CHANGO MAS,LISTA,"1,7651573292402147","57,5",False
189080,COMINO DARAMA MOLIDO X500GR,COMINO,,,,,,,,,,,,,,,,"15505,0",,500GR,COMINO,COMINO DARAMA MOLIDO X500GR,"15505,0","15505,0","15505,0",1,VITAL,LISTA,"0,0","0,0",False
189081,BOCADITOS DE POLLO SWIFT KIDS X400G,REBOZADOS,"5675,0","5669,0",,"5675,0",,,,"5700,0",,,,,,,"5600,0","4599,0","4650,0",400GR,BOCADITOS,BOCADITOS DE POLLO SWIFT KIDS X400G,"4599,0","5700,0","5366,857142857143",7,VITAL,LISTA,"14,307389267461673","767,8571428571431",False
189082,PIMIENTA NEGRA DARAMA MOLIDA X500G,PIMIENTA NEGRA,,,,,,,,,,,,,,,,"26599,0",,500GR,PIMIENTA,PIMIENTA NEGRA DARAMA MOLIDA X500G,"26599,0","26599,0","26599,0",1,VITAL,LISTA,"0,0","0,0",False
189083,PEPINOS DARAMA AGRIDULCES X250GR,S/D,,,,,,,,,,,,,,,,"8345,0",,250GR,PEPINOS,PEPINOS DARAMA AGRIDULCES X250GR,"8345,0","8345,0","8345,0",1,VITAL,LISTA,"0,0","0,0",False
189084,CHOCLITOS DARAMA AGRIDULCES X250GR,S/D,,,,,,,,,,,,,,,,"12189,0",,250GR,CHOCLITOS,CHOCLITOS DARAMA AGRIDULCES X250GR,"12189,0","12189,0","12189,0",1,VITAL,LISTA,"0,0","0,0",False
189085,BERENJENAS DARAMA EN ESCABECHE X500GR,S/D,,,,,,,,,,,,,,,,"8345,0",,500GR,BERENJENAS,BERENJENAS DARAMA EN ESCABECHE X500GR,"8345,0","8345,0","8345,0",1,VITAL,LISTA,"0,0","0,0",False
189086,CEBOLLITAS DARAMA EN ACEIT/ESPCS X250GR,S/D,,,,,,,,,,,,,,,,"8345,0",,250GR,CEBOLLITAS,CEBOLLITAS DARAMA EN ACEIT/ESPCS X250GR,"8345,0","8345,0","8345,0",1,VITAL,LISTA,"0,0","0,0",False
189090,GALLETITAS DULC CACHAMAI C/SALVAD X165GR,GALLETITAS,,,,"1402,0",,,,"1550,0",,,,,,,"1500,0","1225,0",,165GR,GALLETITAS,GALLETITAS DULC CACHAMAI C/SALVAD X165GR,"1225,0","1550,0","1419,25",4,VITAL,LISTA,"13,686806411837239","194,25",False
189091,GALLETITAS CACHAMAI AVENA Y PASAS X165GR,GALLETITAS,,,,"1650,0",,,,"1750,0",,,,,,,"1700,0","1439,0",,165GR,GALLETITAS,GALLETITAS CACHAMAI AVENA Y PASAS X165GR,"1439,0","1750,0","1634,75",4,VITAL,LISTA,"11,974307998164857","195,75",False
189092,PROT SOLAR NIVEA SUN PROT&BRO F30X200ML,BRONCEADOR,"21339,0",,,,,,,,,,,,,,,"17785,0",,200ML,PROT,PROT SOLAR NIVEA SUN PROT&BRO F30X200ML,"17785,0","21339,0","19562,0",2,VITAL,LISTA,"9,083938247622942","1777,0",False
189093,PROT SOLAR NIVEA SUN BABY PROT F65X200ML,PROTECCION SOLAR,,,,"23540,0","23540,0",,,,,,,,,,,"19999,0",,200ML,PROT,PROT SOLAR NIVEA SUN BABY PROT F65X200ML,"19999,0","23540,0","22359,666666666668",3,VITAL,LISTA,"10,557700621655068","2360,666666666668",False
189098,PAN DULCE PAMELA C/FRUTAS X400G,PAN DULCE,,,,,,,,,,,,,,,,"1699,0",,400GR,PAN,PAN DULCE PAMELA C/FRUTAS X400G,"1699,0","1699,0","1699,0",1,VITAL,LISTA,"0,0","0,0",False
189103,RUEDITAS PEP FLAMIN HOT X71GR,PALITOS,,,,"1970,0","1970,0",,,"2100,0",,,,,,,,"1675,0",,71GR,RUEDITAS,RUEDITAS PEP FLAMIN HOT X71GR,"1675,0","2100,0","1928,75",4,VITAL,LISTA,"13,156189241736877","253,75",False
189107,SALSA CAESAR KANSAS X260G,SALSAS FRIAS,,"4909,0",,"4450,0",,,,"4300,0",,,,,,,,"3869,0",,260GR,SALSA,SALSA CAESAR KANSAS X260G,"3869,0","4909,0","4382,0",4,VITAL,LISTA,"11,70698311273391","513,0",False
189108,SALSA CHEDDAR KANSAS X265G,SALSAS FRIAS,,,,"4000,0",,,,"4000,0",,,,,,,,"3599,0",,265GR,SALSA,SALSA CHEDDAR KANSAS X265G,"3599,0","4000,0","3866,3333333333335",3,VITAL,LISTA,"6,914389171480304","267,3333333333335",False
189111,BOTELLA SISTEMA TRITAN SWIFT  600ML,BOTELLAS,"17299,0",,,"17299,0",,,,,,,,,,,,"14999,0",,600ML,BOTELLA,BOTELLA SISTEMA TRITAN SWIFT  600ML,"14999,0","17299,0","16532,333333333332",3,VITAL,LISTA,"9,274754521442823","1533,3333333333321",False
189112,BOTELLA SISTEMATRITAN ACTIVE 800ML,BOTELLAS,"18799,0",,,"18799,0",,,,,,,,,,,,"15999,0",,800ML,BOTELLA,BOTELLA SISTEMATRITAN ACTIVE 800ML,"15999,0","18799,0","17865,666666666668",3,VITAL,LISTA,"10,448345989514344","1866,6666666666679",False
189113,CUBANITOS COFLER LECHE X29G,BOCADITOS,,,,,,,,,,,,,,,,"809,0",,29GR,CUBANITOS,CUBANITOS COFLER LECHE X29G,"809,0","809,0","809,0",1,VITAL,LISTA,"0,0","0,0",False
189114,CUBANITOS COFLER AVELLANAS X29G,BOCADITOS,,,,,,,,,,,,,,,,"809,0",,29GR,CUBANITOS,CUBANITOS COFLER AVELLANAS X29G,"809,0","809,0","809,0",1,VITAL,LISTA,"0,0","0,0",False
189115,CUBANITOS COFLER DARK X29G,BOCADITOS,,,,,,,,,,,,,,,,"809,0",,29GR,CUBANITOS,CUBANITOS COFLER DARK X29G,"809,0","809,0","809,0",1,VITAL,LISTA,"0,0","0,0",False
189116,BOCADITO COFLER CUPS PEANUT BUTTER X17G,CHOCOLATES BOMBONES,,,,,,,,,,,,,,,,"10999,0",,17GR,BOCADITO,BOCADITO COFLER CUPS PEANUT BUTTER X17G,"10999,0","10999,0","10999,0",1,VITAL,LISTA,"0,0","0,0",False
189117,CHOCOLATE ROCKLETS EXTREME X20G,CHOCOLATE CONFITADO,"909,5",,,,,,,,,,,,,,,"755,0",,20GR,CHOCOLATE,CHOCOLATE ROCKLETS EXTREME X20G,"755,0","909,5","832,25",2,VITAL,LISTA,"9,2820666866927","77,25",False
189118,CHOCOLATE ROCKLETS PICANTE X20G,CHOCOLATE CONFITADO,,,,,,,,,,,,,,,,"755,0",,20GR,CHOCOLATE,CHOCOLATE ROCKLETS PICANTE X20G,"755,0","755,0","755,0",1,VITAL,LISTA,"0,0","0,0",False
189119,SALSA AIOLI KANSAS X265G,SALSAS FRIAS,,"4699,0",,"4129,0",,,,,,,,,,,,"3599,0",,265GR,SALSA,SALSA AIOLI KANSAS X265G,"3599,0","4699,0","4142,333333333333",3,VITAL,LISTA,"13,116600949545337","543,333333333333",False
189120,NACHOS DORITOS EXTRA FLAMIN HOT X45GR,NACHOS,"1830,0",,,"1830,0",,,,"1950,0",,,,,,,,"1299,0",,45GR,NACHOS,NACHOS DORITOS EXTRA FLAMIN HOT X45GR,"1299,0","1950,0","1727,25",4,VITAL,LISTA,"24,793747286148502","428,25",False
189121,NACHOS DORITOS EXTRA FLAMIN HOT X82GR,NACHOS,"2850,0",,,"2850,0","2850,0",,,"3000,0",,,,,,,,"1999,0",,82GR,NACHOS,NACHOS DORITOS EXTRA FLAMIN HOT X82GR,"1999,0","3000,0","2709,8",5,VITAL,LISTA,"26,230718134179646","710,8000000000002",True
189122,LAVASECARROPAS INVERTER 10 KG BLANCO,LAVARROPAS,,,,"1149999,0",,,,,,,,,,,,"954999,0",,10000GR,LAVASECARROPAS,LAVASECARROPAS INVERTER 10 KG BLANCO,"954999,0","1149999,0","1052499,0",2,VITAL,LISTA,"9,263666758828276","97500,0",False
189123,LAVANDINA HEROE ADITIVADA X1LT,LAVANDINAS LIQUIDAS,,"969,0",,,"960,0",,,"1050,0",,,"822,0",,,,,"819,0",,1000ML,LAVANDINA,LAVANDINA HEROE ADITIVADA X1LT,"819,0","1050,0","924,0",5,VITAL,LISTA,"11,363636363636363","105,0",False
189124,LAVANDINA HEROE ADITIVADA X2LT,LAVANDINAS LIQUIDAS,,"1979,0",,,"1910,0",,,"2000,0",,,"1349,0",,,,"1900,0","1549,0",,2000ML,LAVANDINA,LAVANDINA HEROE ADITIVADA X2LT,"1349,0","2000,0","1781,1666666666667",6,MAXI CARREFOUR,LISTA,"24,263123420978765","432,16666666666674",False
189125,LAVANDINA HEROE ADITIVADA X4LT,LAVANDINA TRADICIONA,,,,,,,,,,,,,,,,"2999,0",,4000ML,LAVANDINA,LAVANDINA HEROE ADITIVADA X4LT,"2999,0","2999,0","2999,0",1,VITAL,LISTA,"0,0","0,0",False
189126,SETX4 AGARRADERA/MANOPLA/ESCURRIDOR SCN.,S/D,,,,,,,,,,,,,,,,"22011,0",,S/U,SETX4,SETX4 AGARRADERA/MANOPLA/ESCURRIDOR SCN.,"22011,0","22011,0","22011,0",1,VITAL,LISTA,"0,0","0,0",False
189127,GOMITAS MOGUL OSO EXTREME X80G,"CARAMELOS, GOMITAS Y","1499,0","1499,0",,"1498,99",,"1385,99",,,,,,,,,"1550,0","1299,0",,80GR,GOMITAS,GOMITAS MOGUL OSO EXTREME X80G,"1299,0","1550,0","1455,33",6,VITAL,LISTA,"10,741893591144272","156,32999999999993",False
189128,GOMITAS MOGUL MORAS X80G,"CARAMELOS, GOMITAS Y","1499,0","1499,0",,"1526,0",,"1385,99",,,,,,,,,"1550,0","1299,0",,80GR,GOMITAS,GOMITAS MOGUL MORAS X80G,"1299,0","1550,0","1459,8316666666667",6,VITAL,LISTA,"11,017137820684809","160,8316666666667",False
189129,CHOCOLATE HAMLET AVELLANAS X45G,CHICLES TABLETAS,,,,,,,,,,,,,,,,"825,0",,45GR,CHOCOLATE,CHOCOLATE HAMLET AVELLANAS X45G,"825,0","825,0","825,0",1,VITAL,LISTA,"0,0","0,0",False
189130,CHOCOLATE ARCOR CRISPY X80G,CHICLES TABLETAS,,,,"3896,0",,,,,,,,,,,,"2835,0",,80GR,CHOCOLATE,CHOCOLATE ARCOR CRISPY X80G,"2835,0","3896,0","3365,5",2,VITAL,LISTA,"15,762888129549843","530,5",False
189131,PROTEC.COLCHON  90X190CM,PROTECTOR COLCHON,,,,,,,,,,,,,,,,"19999,0",,S/U,PROTEC.COLCHON,PROTEC.COLCHON  90X190CM,"19999,0","19999,0","19999,0",1,VITAL,LISTA,"0,0","0,0",False
189132,PROTEC. COLCHON 190X140CM,PROTECTOR COLCHON,,,,,,,,,,,,,,,,"24999,0",,S/U,PROTEC.,PROTEC. COLCHON 190X140CM,"24999,0","24999,0","24999,0",1,VITAL,LISTA,"0,0","0,0",False
189133,PROTEC.COLCHON  160X200CM,PROTECTOR COLCHON,,,,,,,,,,,,,,,,"29999,0",,S/U,PROTEC.COLCHON,PROTEC.COLCHON  160X200CM,"29999,0","29999,0","29999,0",1,VITAL,LISTA,"0,0","0,0",False
189134,PROTEC.COLCHON  200X200CM,PROTECTOR COLCHON,,,,,,,,,,,,,,,,"39999,0",,S/U,PROTEC.COLCHON,PROTEC.COLCHON  200X200CM,"39999,0","39999,0","39999,0",1,VITAL,LISTA,"0,0","0,0",False
189135,CORTINA DE BAÑO T.IMPERMEABLE 180X180,CORTINA BAÑO,,,,,,,,,,,,,,,,"9999,0",,S/U,CORTINA,CORTINA DE BAÑO T.IMPERMEABLE 180X180,"9999,0","9999,0","9999,0",1,VITAL,LISTA,"0,0","0,0",False
189136,MANTA TEJIDA PANAL V/C 130X170CM,FRAZADAS,,,,,,,,,,,,,,,,"39999,0",,S/U,MANTA,MANTA TEJIDA PANAL V/C 130X170CM,"39999,0","39999,0","39999,0",1,VITAL,LISTA,"0,0","0,0",False
189137,MANTA TEJIDA V/C 130X170CM,FRAZADAS,,,,,,,,,,,,,,,,"39999,0",,S/U,MANTA,MANTA TEJIDA V/C 130X170CM,"39999,0","39999,0","39999,0",1,VITAL,LISTA,"0,0","0,0",False
189138,ALFOMBRA BAÑO PELO CORTO,ALFOMBRA BAÑO,,,,,,,,,,,,,,,,"6999,0",,S/U,ALFOMBRA,ALFOMBRA BAÑO PELO CORTO,"6999,0","6999,0","6999,0",1,VITAL,LISTA,"0,0","0,0",False
189139,GOMITAS MOGUL DIENTES X80G,"CARAMELOS, GOMITAS Y",,"1499,0",,"1526,0",,"1385,99",,,,,,,,,"1550,0","1385,0",,80GR,GOMITAS,GOMITAS MOGUL DIENTES X80G,"1385,0","1550,0","1469,1979999999999",5,VITAL,LISTA,"5,7308817463677375","84,19799999999987",False
189140,GOMITAS MOGUL JELLY BEANS X80G,"CARAMELOS, GOMITAS Y",,,,"1526,0",,"1385,99",,,,,,,,,"1550,0","1459,0",,80GR,GOMITAS,GOMITAS MOGUL JELLY BEANS X80G,"1385,99","1550,0","1480,2475",4,DIARCO,LISTA,"6,367685133736077","94,25749999999994",False
189141,GOMITAS MOGUL EUCALIPTUS X80G,"CARAMELOS, GOMITAS Y","1499,0","1499,0",,"1498,99",,,,"1650,0",,,,,,,"1550,0","1305,0",,80GR,GOMITAS,GOMITAS MOGUL EUCALIPTUS X80G,"1305,0","1650,0","1500,3316666666667",6,VITAL,LISTA,"13,019232414166204","195,3316666666667",False
189142,GOMITAS MOGUL CONITOS X80G,"CARAMELOS, GOMITAS Y","1499,0","1499,0",,"1498,99",,"1385,99",,"1650,0",,,"1274,0","1299,89",,,"1550,0","1299,0",,80GR,GOMITAS,GOMITAS MOGUL CONITOS X80G,"1274,0","1650,0","1439,541111111111",9,MAXI CARREFOUR,LISTA,"11,49957509607613","165,54111111111092",False
189143,GOMITAS MOGUL JELLY BUTTONS X80G,"CARAMELOS, GOMITAS Y","1525,0",,,"1526,0",,"1385,99",,"1650,0",,,,,,,"1550,0","1329,0",,80GR,GOMITAS,GOMITAS MOGUL JELLY BUTTONS X80G,"1329,0","1650,0","1494,3316666666667",6,VITAL,LISTA,"11,06392043711849","165,3316666666667",False
189144,GOMITAS MOGUL EXTREME ROCKS X80G,CARAMELOS DE GOMA,,,,,,,,,,,,,,,,"1459,0",,80GR,GOMITAS,GOMITAS MOGUL EXTREME ROCKS X80G,"1459,0","1459,0","1459,0",1,VITAL,LISTA,"0,0","0,0",False
189145,GOMITAS MOGUL BAÑADAS X80G,"CARAMELOS, GOMITAS Y","2500,0",,,"2499,99",,,,,,,,"1599,9",,,"2050,0","1599,0",,80GR,GOMITAS,GOMITAS MOGUL BAÑADAS X80G,"1599,0","2500,0","2049,778",5,VITAL,LISTA,"21,99155225590283","450,7779999999998",False
189146,GOMITAS MOGUL BOMBONES DE FRUTA X80G,"CARAMELOS, GOMITAS Y","2509,0",,,"2508,0",,,,,,,,,,,"2050,0","2085,0",,80GR,GOMITAS,GOMITAS MOGUL BOMBONES DE FRUTA X80G,"2050,0","2509,0","2288,0",4,PLAZA VEA,LISTA,"10,402097902097902","238,0",False
189147,CHOCOLATE ARCOR LECHE MANI X80G,CHOCOLATES,"3895,0",,,"3896,0",,,,,,,,,,,,"2835,0",,80GR,CHOCOLATE,CHOCOLATE ARCOR LECHE MANI X80G,"2835,0","3896,0","3542,0",3,VITAL,LISTA,"19,960474308300398","707,0",False
189148,CHOCOLATE ARCOR BLANCO MANI X80G,CHOCOLATES,"3895,0",,,"3896,0",,,,,,,,,,,,"2835,0",,80GR,CHOCOLATE,CHOCOLATE ARCOR BLANCO MANI X80G,"2835,0","3896,0","3542,0",3,VITAL,LISTA,"19,960474308300398","707,0",False
189149,CHOCOLATE ARCOR MARMOLADO X80G,CHOCOLATES,"3895,0",,,"3896,0",,,,,,,,,,,,"2835,0",,80GR,CHOCOLATE,CHOCOLATE ARCOR MARMOLADO X80G,"2835,0","3896,0","3542,0",3,VITAL,LISTA,"19,960474308300398","707,0",False
189151,CARAMELOS BUTTER TOFFEES SURTIDOS X80G,"CARAMELOS, GOMITAS Y","1490,0",,,"1490,0",,,,,,,"1267,0",,,,,"1319,0",,80GR,CARAMELOS,CARAMELOS BUTTER TOFFEES SURTIDOS X80G,"1267,0","1490,0","1391,5",4,MAXI CARREFOUR,LISTA,"8,947179302910529","124,5",False
189152,CARAMELOS BUTTER TOFFEES LECHE X80G,"CARAMELOS, GOMITAS Y","1490,0","2039,0",,"1490,0",,,,"1600,0",,,,,,,,"1319,0",,80GR,CARAMELOS,CARAMELOS BUTTER TOFFEES LECHE X80G,"1319,0","2039,0","1587,6",5,VITAL,LISTA,"16,918619299571674","268,5999999999999",False
189153,CARAMELOS BUTTER TOFFEES CHOCOLATE X80G,"CARAMELOS, GOMITAS Y","1490,0","2039,0",,"1490,0",,,,"1600,0",,,"1267,0",,,,,"1319,0",,80GR,CARAMELOS,CARAMELOS BUTTER TOFFEES CHOCOLATE X80G,"1267,0","2039,0","1534,1666666666667",6,MAXI CARREFOUR,LISTA,"17,414448669201523","267,16666666666674",False
